date-time, SO2-flux-a (kg/s), error (kg/s)
2016-10-22T03:21:46.000Z,1.23,0.6
2016-10-26T20:22:10.000Z,5.45,2.64
2016-10-26T20:57:39.000Z,2.1,1.02
2016-10-26T21:28:42.000Z,3.69,1.79
2016-10-26T21:37:34.000Z,4.6,2.23
2016-10-26T21:50:53.000Z,2.38,1.16
2016-10-26T21:55:19.000Z,3.14,1.52
2016-10-26T22:08:37.000Z,1.85,0.9
2016-10-26T22:17:30.000Z,3.36,1.63
2016-10-26T22:26:22.000Z,4.78,2.32
2016-10-26T22:44:07.000Z,2.31,1.12
2016-10-26T22:48:33.000Z,3.59,1.74
2016-10-26T23:01:47.000Z,4.04,1.96
2016-10-26T23:10:05.000Z,2.41,1.17
2016-10-26T23:14:26.000Z,2.88,1.4
2016-10-26T23:18:49.000Z,2.34,1.14
2016-10-26T23:36:19.000Z,0.29,0.14
2016-10-27T01:15:10.000Z,6.14,2.98
2016-10-27T01:19:36.000Z,7.5,3.64
2016-10-27T01:24:02.000Z,5.7,2.76
2016-10-27T01:28:28.000Z,6.59,3.2
2016-10-27T01:32:54.000Z,4.75,2.31
2016-10-27T01:41:46.000Z,4.06,1.97
2016-10-27T01:46:12.000Z,4.05,1.96
2016-10-27T01:50:38.000Z,3.16,1.53
2016-10-27T01:55:04.000Z,3.92,1.9
2016-10-27T01:59:30.000Z,3.85,1.87
2016-10-27T02:03:56.000Z,6.88,3.34
2016-10-27T02:08:22.000Z,3.85,1.87
2016-10-27T02:12:48.000Z,6.95,3.37
2016-10-27T02:17:14.000Z,6.49,3.15
2016-10-27T02:34:58.000Z,4.35,2.11
2016-10-27T02:39:24.000Z,3.17,1.54
2016-10-27T02:48:16.000Z,2.42,1.17
2016-10-27T02:57:08.000Z,5.44,2.64
2016-10-27T03:01:34.000Z,2.74,1.33
2016-10-27T03:06:00.000Z,3.64,1.77
2016-10-27T20:53:13.000Z,2.23,1.08
2016-10-27T21:02:05.000Z,4.76,2.31
2016-10-27T21:15:23.000Z,2.89,1.4
2016-10-27T21:24:16.000Z,4.69,2.28
2016-10-27T22:57:24.000Z,9.78,4.75
2016-10-27T23:06:15.000Z,4.8,2.33
2016-10-27T23:10:39.000Z,1.91,0.93
2016-10-27T23:15:05.000Z,5.46,2.65
2016-10-27T23:19:31.000Z,1.49,0.72
2016-10-27T23:23:54.000Z,6.88,3.34
2016-10-27T23:37:01.000Z,0.24,0.12
2016-10-28T01:05:26.000Z,5.52,2.68
2016-10-28T01:14:18.000Z,3.33,1.62
2016-10-28T01:23:11.000Z,4.91,2.38
2016-10-28T01:49:47.000Z,5.65,2.74
2016-10-28T02:07:32.000Z,2.38,1.15
2016-10-28T02:11:58.000Z,2.23,1.08
2016-10-28T21:50:53.000Z,3.27,1.59
2016-10-28T22:35:19.000Z,2.62,1.27
2016-10-28T23:28:18.000Z,0.85,0.41
2016-10-29T01:23:06.000Z,7.98,3.87
2016-10-29T01:31:59.000Z,7.91,3.84
2016-10-29T01:40:51.000Z,10,4.85
2016-10-29T01:45:17.000Z,5.79,2.81
2016-10-29T02:07:28.000Z,5.73,2.78
2016-10-29T02:29:39.000Z,4.98,2.42
2016-10-29T02:34:05.000Z,4.95,2.4
2016-10-29T03:05:08.000Z,5.48,2.66
2016-10-29T03:18:26.000Z,4.08,1.98
2016-10-31T21:10:57.000Z,1.25,0.6
2016-10-31T22:13:04.000Z,1.02,0.49
2016-10-31T22:21:56.000Z,1.07,0.52
2016-10-31T22:26:22.000Z,0.47,0.23
2016-10-31T22:39:40.000Z,0.66,0.32
2016-10-31T22:44:06.000Z,0.72,0.35
2016-10-31T22:48:32.000Z,0.8,0.39
2016-10-31T23:10:38.000Z,1.2,0.58
2016-10-31T23:15:04.000Z,2.07,1
2016-10-31T23:32:39.000Z,0.43,0.21
2016-10-31T23:37:03.000Z,0.15,0.07
2016-11-01T01:10:52.000Z,3.08,1.49
2016-11-01T01:15:18.000Z,2.15,1.04
2016-11-01T01:24:10.000Z,1.79,0.87
2016-11-01T01:33:02.000Z,1.24,0.6
2016-11-01T01:55:13.000Z,1.92,0.93
2016-11-01T01:59:39.000Z,2.25,1.09
2016-11-01T02:12:58.000Z,1.84,0.89
2016-11-02T02:38:42.000Z,1.61,0.78
2016-11-02T21:19:50.000Z,2.61,1.27
2016-11-02T21:24:16.000Z,1.46,0.71
2016-11-02T21:28:42.000Z,0.97,0.47
2016-11-02T21:33:08.000Z,2.96,1.44
2016-11-02T21:50:53.000Z,2.58,1.25
2016-11-02T22:04:11.000Z,0.39,0.19
2016-11-02T22:21:56.000Z,1.02,0.5
2016-11-02T22:48:33.000Z,1.81,0.88
2016-11-02T23:45:36.000Z,0.61,0.3
2016-11-03T00:05:14.000Z,0.54,0.26
2016-11-03T01:05:16.000Z,4.46,2.16
2016-11-03T01:09:42.000Z,4.63,2.24
2016-11-03T01:31:52.000Z,4.15,2.01
2016-11-03T02:11:46.000Z,3.76,1.82
2016-11-03T02:25:04.000Z,3.15,1.53
2016-11-03T02:47:14.000Z,2.98,1.44
2016-11-03T21:10:57.000Z,3.4,1.65
2016-11-03T21:33:08.000Z,12.08,5.86
2016-11-03T21:42:00.000Z,3.53,1.71
2016-11-03T21:46:27.000Z,10.4,5.05
2016-11-03T21:55:19.000Z,5.21,2.53
2016-11-03T22:04:11.000Z,6.89,3.34
2016-11-03T22:30:48.000Z,6.54,3.17
2016-11-03T23:19:21.000Z,1.77,0.86
2016-11-04T00:00:52.000Z,0.51,0.25
2016-11-04T00:45:43.000Z,1.71,0.83
2016-11-04T01:26:29.000Z,6.89,3.34
2016-11-04T01:39:48.000Z,12.53,6.08
2016-11-04T01:48:40.000Z,7.67,3.72
2016-11-04T01:53:06.000Z,6.89,3.34
2016-11-04T02:01:58.000Z,6.88,3.34
2016-11-04T02:06:25.000Z,6.85,3.33
2016-11-04T02:15:17.000Z,5.39,2.62
2016-11-04T02:19:43.000Z,10.19,4.94
2016-11-04T02:24:09.000Z,10.14,4.92
2016-11-04T02:33:01.000Z,7.84,3.8
2016-11-04T20:22:10.000Z,2.17,1.05
2016-11-04T21:02:05.000Z,2.21,1.07
2016-11-04T21:33:08.000Z,4.13,2.01
2016-11-04T22:26:22.000Z,2.88,1.4
2016-11-04T22:30:48.000Z,5.56,2.7
2016-11-04T22:48:29.000Z,3.08,1.49
2016-11-04T22:52:52.000Z,3.67,1.78
2016-11-04T22:57:16.000Z,2.19,1.06
2016-11-04T23:06:03.000Z,2.98,1.45
2016-11-04T23:10:29.000Z,2.88,1.4
2016-11-04T23:14:53.000Z,3.54,1.72
2016-11-05T00:09:23.000Z,0.14,0.07
2016-11-05T00:51:38.000Z,0.58,0.28
2016-11-05T01:28:26.000Z,2.22,1.08
2016-11-05T01:37:18.000Z,3.55,1.72
2016-11-05T01:46:10.000Z,1.28,0.62
2016-11-05T01:50:36.000Z,1.32,0.64
2016-11-05T01:59:29.000Z,2.11,1.02
2016-11-05T02:08:21.000Z,2.65,1.28
2016-11-05T02:12:47.000Z,3.38,1.64
2016-11-05T02:17:13.000Z,2.4,1.16
2016-11-05T02:21:39.000Z,1.79,0.87
2016-11-05T02:26:06.000Z,3.77,1.83
2016-11-05T02:34:58.000Z,6.24,3.03
2016-11-05T02:39:24.000Z,2.25,1.09
2016-11-07T02:44:39.000Z,2.745023148,1.331712963
2016-11-07T23:49:55.000Z,1.462384259,0.709490741
2016-11-08T01:13:41.000Z,5.257291667,2.550462963
2016-11-08T01:26:59.000Z,5.467708333,2.652662037
2016-11-08T01:35:52.000Z,3.289351852,1.595833333
2016-11-08T02:06:55.000Z,7.127430556,3.45787037
2016-11-08T02:15:47.000Z,4.537384259,2.201273148
2016-11-08T02:24:39.000Z,3.410300926,1.654513889
2016-11-08T03:17:53.000Z,1.825925926,0.88587963
2016-11-08T20:22:10.000Z,4.533680556,2.199537037
2016-11-08T21:10:57.000Z,1.407060185,0.682638889
2016-11-08T21:19:50.000Z,2.821180556,1.368634259
2016-11-08T22:13:03.000Z,2.919328704,1.416319444
2016-11-08T22:17:29.000Z,2.936805556,1.424768519
2016-11-08T22:21:56.000Z,2.144791667,1.040509259
2016-11-08T22:39:40.000Z,0.823842593,0.399652778
2016-11-08T23:36:42.000Z,0.790740741,0.383680556
2016-11-08T23:45:27.000Z,0.67025463,0.325115741
2016-11-08T23:49:51.000Z,0.197453704,0.095833333
2016-11-09T00:50:32.000Z,0.872222222,0.423148148
2016-11-09T01:44:58.000Z,3.017013889,1.463657407
2016-11-09T02:02:43.000Z,2.606828704,1.264699074
2016-11-09T02:20:27.000Z,2.51875,1.221990741
2016-11-09T21:33:08.000Z,2.046643519,0.992939815
2016-11-09T22:52:51.000Z,1.495833333,0.725694444
2016-11-09T23:01:39.000Z,0.900578704,0.436921296
2016-11-09T23:06:02.000Z,0.412615741,0.200231481
2016-11-10T02:22:40.000Z,5.113888889,2.480902778
2016-11-10T02:49:16.000Z,2.156481481,1.046180556
2016-11-10T02:58:08.000Z,1.021180556,0.495486111
2016-11-10T03:11:26.000Z,1.333564815,0.646990741
2016-11-10T20:17:44.000Z,3.493634259,1.694907407
2016-11-10T20:22:10.000Z,2.72349537,1.321296296
2016-11-10T20:31:02.000Z,2.887615741,1.400925926
2016-11-10T20:35:28.000Z,2.705208333,1.312384259
2016-11-10T20:44:20.000Z,1.899074074,0.921296296
2016-11-10T20:48:47.000Z,3.755555556,1.821990741
2016-11-10T20:57:39.000Z,4.140856481,2.008912037
2016-11-10T21:02:05.000Z,2.204976852,1.069675926
2016-11-10T21:06:31.000Z,6.912731481,3.353703704
2016-11-10T21:10:57.000Z,3.452083333,1.674768519
2016-11-10T21:15:23.000Z,3.464583333,1.680787037
2016-11-10T21:19:50.000Z,1.987384259,0.96412037
2016-11-10T21:28:42.000Z,1.945833333,0.943981481
2016-11-10T21:46:26.000Z,2.393055556,1.16099537
2016-11-10T21:50:53.000Z,4.201736111,2.038425926
2016-11-10T22:04:11.000Z,2.534837963,1.22974537
2016-11-10T22:08:37.000Z,2.813194444,1.364814815
2016-11-10T22:13:03.000Z,4.672569444,2.266898148
2016-11-12T02:03:43.000Z,1.720833333,0.834837963
2016-11-12T02:08:09.000Z,9.566435185,4.641087963
2016-11-12T02:25:54.000Z,3.490162037,1.693287037
2016-11-12T02:30:20.000Z,2.630671296,1.276273148
2016-11-12T02:34:46.000Z,4.972106481,2.412152778
2016-11-12T02:39:12.000Z,5.192824074,2.519212963
2016-11-12T02:48:05.000Z,4.550347222,2.207638889
2016-11-12T02:52:31.000Z,2.451388889,1.189236111
2016-11-12T02:56:57.000Z,3.940393519,1.911689815
2016-11-12T03:01:23.000Z,7.784143519,3.776388889
2016-11-12T03:05:49.000Z,2.581134259,1.252199074
2016-11-12T03:10:15.000Z,4.735300926,2.297337963
2016-11-12T03:14:42.000Z,3.602083333,1.747569444
2016-11-12T20:13:17.000Z,8.273842593,4.01400463
2016-11-12T21:46:27.000Z,3.033680556,1.471759259
2016-11-12T21:55:19.000Z,3.814236111,1.850462963
2016-11-12T22:52:55.000Z,4.996412037,2.423958333
2016-11-12T22:57:21.000Z,1.972453704,0.956944444
2016-11-12T23:28:00.000Z,0.483796296,0.234722222
2016-11-12T23:32:22.000Z,1.106481481,0.536805556
2016-11-13T00:59:40.000Z,4.445138889,2.156481481
2016-11-13T01:08:32.000Z,6.826736111,3.311921296
2016-11-13T01:21:50.000Z,3.313078704,1.607291667
2016-11-13T01:26:16.000Z,4.776736111,2.317361111
2016-11-13T01:39:35.000Z,2.033333333,0.986458333
2016-11-13T01:48:27.000Z,4.13912037,2.008101852
2016-11-13T02:01:46.000Z,7.863657407,3.815046296
2016-11-13T02:10:38.000Z,5.468171296,2.652777778
2016-11-13T02:15:04.000Z,2.873148148,1.393865741
2016-11-13T02:46:07.000Z,4.161921296,2.019097222
2016-11-13T03:08:18.000Z,4.890393519,2.372569444
2016-11-13T03:21:36.000Z,2.427662037,1.177777778
2016-11-13T20:13:17.000Z,1.994907407,0.967824074
2016-11-13T20:31:02.000Z,1.403819444,0.681018519
2016-11-13T20:48:47.000Z,0.652314815,0.316435185
2016-11-13T20:53:13.000Z,2.214583333,1.074421296
2016-11-13T20:57:39.000Z,2.871064815,1.392939815
2016-11-13T21:10:57.000Z,1.448148148,0.702546296
2016-11-13T21:24:16.000Z,3.789814815,1.838541667
2016-11-13T21:50:53.000Z,1.139699074,0.552893519
2016-11-13T21:59:45.000Z,0.86712963,0.420717593
2016-11-13T22:04:11.000Z,0.61400463,0.297800926
2016-11-13T22:08:37.000Z,0.707523148,0.343287037
2016-11-13T22:26:22.000Z,0.589467593,0.28599537
2016-11-13T22:30:48.000Z,0.626157407,0.303819444
2016-11-13T22:35:14.000Z,0.703356481,0.341203704
2016-11-13T22:39:40.000Z,1.683333333,0.816666667
2016-11-13T22:52:52.000Z,0.69837963,0.338888889
2016-11-13T23:01:45.000Z,0.74212963,0.360069444
2016-11-13T23:06:11.000Z,0.408449074,0.198148148
2016-11-13T23:32:33.000Z,0.831365741,0.403356481
2016-11-13T23:36:57.000Z,0.504861111,0.244907407
2016-11-13T23:41:20.000Z,0.696180556,0.337731481
2016-11-14T01:04:41.000Z,2.089351852,1.013657407
2016-11-14T01:18:00.000Z,2.527199074,1.226041667
2016-11-14T01:26:52.000Z,0.98599537,0.478356481
2016-11-14T01:31:18.000Z,1.083912037,0.525810185
2016-11-14T01:40:10.000Z,1.376273148,0.667708333
2016-11-14T01:57:55.000Z,2.356597222,1.143287037
2016-11-16T01:34:07.000Z,6.776388889,3.2875
2016-11-16T01:43:00.000Z,8.592476852,4.168634259
2016-11-16T01:51:52.000Z,5.113078704,2.480555556
2016-11-16T01:56:18.000Z,15.40196759,7.472222222
2016-11-16T02:18:29.000Z,8.868865741,4.302662037
2016-11-16T02:22:55.000Z,9.919907407,4.8125
2016-11-16T02:31:47.000Z,13.7787037,6.684606481
2016-11-16T02:36:14.000Z,13.43263889,6.516782407
2016-11-16T02:40:40.000Z,15.19039352,7.369560185
2016-11-16T02:53:58.000Z,13.67384259,6.633796296
2016-11-16T02:58:24.000Z,7.490046296,3.633680556
2016-11-16T03:02:50.000Z,12.95358796,6.284375
2016-11-16T03:07:17.000Z,15.97002315,7.747685185
2016-11-16T03:16:09.000Z,10.49791667,5.093055556
2016-11-16T03:20:35.000Z,15.45266204,7.496759259
2016-11-16T20:22:10.000Z,4.951967593,2.402430556
2016-11-16T20:39:54.000Z,4.603587963,2.233449074
2016-11-16T21:15:24.000Z,2.463773148,1.19525463
2016-11-17T00:03:04.000Z,4.68900463,2.274884259
2016-11-17T00:11:56.000Z,3.390393519,1.644791667
2016-11-17T01:31:11.000Z,4.565856481,2.215162037
2016-11-17T01:44:29.000Z,8.460416667,4.104513889
2016-11-17T01:48:55.000Z,5.552083333,2.693518519
2016-11-17T01:53:21.000Z,6.102777778,2.960763889
2016-11-17T01:57:47.000Z,9.021412037,4.37662037
2016-11-17T02:02:13.000Z,11.92280093,5.784259259
2016-11-17T02:11:05.000Z,8.820138889,4.279050926
2016-11-17T02:15:31.000Z,6.471296296,3.139467593
2016-11-17T02:19:57.000Z,6.085069444,2.952083333
2016-11-17T02:24:23.000Z,4.628009259,2.24525463
2016-11-17T03:04:17.000Z,6.576273148,3.190393519
2016-11-17T03:08:43.000Z,9.009259259,4.370717593
2016-11-17T03:13:09.000Z,4.801157407,2.329282407
2016-11-17T03:22:01.000Z,5.068865741,2.459143519
2016-11-17T20:22:10.000Z,1.990740741,0.965856481
2016-11-17T20:26:36.000Z,1.575810185,0.764467593
2016-11-17T20:31:02.000Z,0.55787037,0.270601852
2016-11-17T20:35:28.000Z,1.688888889,0.819328704
2016-11-17T20:39:54.000Z,1.259259259,0.61099537
2016-11-17T20:44:20.000Z,1.915046296,0.929050926
2016-11-17T20:48:47.000Z,2.734375,1.32662037
2016-11-17T20:53:13.000Z,1.619212963,0.785532407
2016-11-17T20:57:39.000Z,2.767361111,1.342592593
2016-11-17T21:02:05.000Z,3.135648148,1.521180556
2016-11-17T21:06:31.000Z,2.343865741,1.137152778
2016-11-17T21:10:57.000Z,3.916087963,1.899884259
2016-11-17T21:15:23.000Z,3.437384259,1.667592593
2016-11-17T21:19:50.000Z,3.247453704,1.575462963
2016-11-17T21:24:16.000Z,2.846064815,1.380787037
2016-11-17T21:28:42.000Z,3.567708333,1.730787037
2016-11-17T21:33:08.000Z,3.184143519,1.544791667
2016-11-17T21:42:00.000Z,4.554050926,2.209375
2016-11-17T21:46:26.000Z,2.937962963,1.425347222
2016-11-17T21:55:19.000Z,3.166087963,1.53599537
2016-11-17T21:59:45.000Z,3.890393519,1.887384259
2016-11-17T22:04:11.000Z,4.920138889,2.386921296
2016-11-17T22:08:37.000Z,2.772916667,1.34525463
2016-11-17T22:13:03.000Z,2.933564815,1.423148148
2016-11-17T22:17:29.000Z,2.212152778,1.073263889
2016-11-17T22:21:56.000Z,2.506365741,1.215972222
2016-11-17T22:26:22.000Z,1.316435185,0.638657407
2016-11-17T22:35:14.000Z,2.775231481,1.346412037
2016-11-17T22:39:40.000Z,2.005208333,0.972800926
2016-11-17T22:57:13.000Z,1.978240741,0.959722222
2016-11-17T23:06:03.000Z,2.137731481,1.037152778
2016-11-17T23:14:53.000Z,3.097800926,1.502893519
2016-11-17T23:23:37.000Z,0.458101852,0.222222222
2016-11-18T01:01:23.000Z,5.553472222,2.694212963
2016-11-18T01:05:49.000Z,4.308333333,2.090162037
2016-11-18T01:10:15.000Z,3.66099537,1.776157407
2016-11-18T01:14:41.000Z,5.585185185,2.709606481
2016-11-18T20:53:13.000Z,2.410648148,1.169444444
2016-11-18T21:37:34.000Z,6.923958333,3.359143519
2016-11-18T21:46:26.000Z,6.925347222,3.359837963
2016-11-18T21:55:19.000Z,3.015625,1.462962963
2016-11-18T22:08:37.000Z,4.302777778,2.0875
2016-11-19T00:11:32.000Z,1.332291667,0.646412037
2016-11-19T00:24:47.000Z,2.87337963,1.393981481
2016-11-19T00:29:13.000Z,3.511458333,1.703587963
2016-11-19T00:33:39.000Z,9.517361111,4.61724537
2016-11-19T01:08:52.000Z,4.855555556,2.355671296
2016-11-19T01:17:46.000Z,4.582523148,2.223148148
2016-11-19T01:26:38.000Z,11.82569444,5.737152778
2016-11-19T01:31:04.000Z,6.000231481,2.91099537
2016-11-19T01:35:30.000Z,5.508564815,2.672453704
2016-11-19T01:44:23.000Z,10.72430556,5.202893519
2016-11-19T01:48:49.000Z,7.775231481,3.772106481
2016-11-19T01:53:15.000Z,8.424537037,4.087152778
2016-11-19T01:57:41.000Z,5.946180556,2.884722222
2016-11-19T02:10:59.000Z,6.240509259,3.027546296
2016-11-19T02:15:26.000Z,4.980208333,2.416087963
2016-11-19T02:19:52.000Z,5.490740741,2.663773148
2016-11-19T02:42:02.000Z,3.019212963,1.464814815
2016-11-19T02:46:29.000Z,3.500810185,1.69837963
2016-11-19T02:50:55.000Z,2.587615741,1.255439815
2016-11-19T02:55:21.000Z,3.01712963,1.463773148
2016-11-19T02:59:47.000Z,4.384722222,2.127199074
2016-11-19T03:04:13.000Z,4.395949074,2.132638889
2016-11-19T03:08:39.000Z,4.053472222,1.966550926
2016-11-19T03:13:05.000Z,6.759837963,3.279513889
2016-11-19T03:17:32.000Z,4.995601852,2.423611111
2016-11-19T20:17:44.000Z,4.956828704,2.40474537
2016-11-19T20:39:54.000Z,6.085069444,2.952083333
2016-11-19T21:33:08.000Z,1.203935185,0.584027778
2016-11-19T22:04:11.000Z,4.325347222,2.09837963
2016-11-19T22:08:37.000Z,7.169444444,3.478240741
2016-11-19T22:26:22.000Z,6.384837963,3.097569444
2016-11-19T23:10:26.000Z,2.745601852,1.332060185
2016-11-20T01:50:28.000Z,10.33298611,5.012962963
2016-11-20T01:59:20.000Z,9.595023148,4.654976852
2016-11-20T02:03:46.000Z,6.289467593,3.051273148
2016-11-20T02:17:05.000Z,7.800925926,3.784606481
2016-11-20T02:21:31.000Z,4.794097222,2.325810185
2016-11-20T20:13:17.000Z,2.335300926,1.132986111
2016-11-20T20:17:44.000Z,2.497337963,1.211574074
2016-11-20T20:22:10.000Z,1.520023148,0.737384259
2016-11-20T20:26:36.000Z,2.475462963,1.200925926
2016-11-20T20:31:02.000Z,1.830902778,0.888194444
2016-11-20T20:35:28.000Z,3.255555556,1.579398148
2016-11-20T20:39:54.000Z,2.188773148,1.061921296
2016-11-20T21:46:27.000Z,2.833912037,1.374884259
2016-11-20T21:59:45.000Z,5.028703704,2.439699074
2016-11-20T22:17:30.000Z,8.580324074,4.162731481
2016-11-20T22:35:14.000Z,1.425231481,0.691435185
2016-11-20T22:52:52.000Z,1.144328704,0.555092593
2016-11-20T22:57:16.000Z,5.745023148,2.787152778
2016-11-20T23:06:03.000Z,1.108796296,0.537847222
2016-11-20T23:27:57.000Z,0.087152778,0.04224537
2016-11-20T23:36:41.000Z,0.634606481,0.30787037
2016-11-20T23:51:57.000Z,0.236226852,0.114583333
2016-11-20T23:58:27.000Z,0.17974537,0.087152778
2016-11-22T21:06:31.000Z,2.64,1.28
2016-11-22T21:19:55.000Z,6.57,3.19
2016-11-22T21:55:24.000Z,10.34,5.02
2016-11-22T22:04:16.000Z,7.6,3.68
2016-11-22T22:35:19.000Z,3.56,1.73
2016-11-22T22:48:33.000Z,4.43,2.15
2016-11-22T23:06:10.000Z,6.84,3.32
2016-11-22T23:10:34.000Z,1.99,0.96
2016-11-23T20:08:51.000Z,8.2,3.98
2016-11-23T20:13:17.000Z,3.31,1.61
2016-11-23T20:17:44.000Z,3.55,1.72
2016-11-23T20:22:10.000Z,4.56,2.21
2016-11-23T20:26:36.000Z,4.51,2.19
2016-11-23T20:31:02.000Z,5.47,2.66
2016-11-23T20:44:21.000Z,10.96,5.32
2016-11-23T20:48:47.000Z,7.35,3.57
2016-11-23T20:53:13.000Z,10.44,5.07
2016-11-23T20:57:39.000Z,11.69,5.67
2016-11-23T21:06:31.000Z,16.34,7.93
2016-11-23T21:10:57.000Z,8.23,3.99
2016-11-23T21:15:24.000Z,7.49,3.63
2016-11-23T21:33:08.000Z,12.56,6.09
2016-11-23T21:37:34.000Z,5.4,2.62
2016-11-23T21:42:00.000Z,8,3.88
2016-11-23T21:59:45.000Z,2.41,1.17
2016-11-23T22:04:11.000Z,3.2,1.55
2016-11-23T22:13:03.000Z,2.14,1.04
2016-11-23T23:06:05.000Z,1.44,0.7
2016-11-25T20:13:17.000Z,4.58,2.22
2016-11-25T20:17:44.000Z,5.52,2.68
2016-11-25T20:22:10.000Z,5.58,2.71
2016-11-25T20:26:36.000Z,5.52,2.68
2016-11-25T20:39:54.000Z,6.93,3.36
2016-11-25T20:44:20.000Z,3.45,1.67
2016-11-25T20:48:47.000Z,7.75,3.76
2016-11-25T20:53:13.000Z,7.73,3.75
2016-11-25T20:57:39.000Z,7.51,3.65
2016-11-25T21:02:05.000Z,4.54,2.2
2016-11-25T21:06:31.000Z,8.3,4.03
2016-11-25T21:10:57.000Z,8.07,3.92
2016-11-25T21:15:23.000Z,6.5,3.16
2016-11-25T21:19:50.000Z,5.39,2.61
2016-11-25T21:28:42.000Z,8.75,4.25
2016-11-25T21:42:00.000Z,9.17,4.45
2016-11-25T21:46:27.000Z,16.62,8.06
2016-11-25T21:50:53.000Z,11.63,5.64
2016-11-25T21:55:19.000Z,9.01,4.37
2016-11-25T21:59:45.000Z,13.64,6.62
2016-11-25T22:04:11.000Z,6.13,2.97
2016-11-25T22:13:03.000Z,5.57,2.7
2016-11-25T22:17:30.000Z,6.73,3.26
2016-11-25T22:21:56.000Z,5.39,2.62
2016-11-25T22:30:48.000Z,10.94,5.31
2016-11-25T22:35:14.000Z,3.5,1.7
2016-11-25T22:44:00.000Z,6.02,2.92
2016-11-25T22:48:23.000Z,3.39,1.64
2016-11-25T22:52:47.000Z,2.78,1.35
2016-11-25T22:57:11.000Z,4.5,2.18
2016-11-25T23:06:00.000Z,4.79,2.32
2016-11-25T23:10:24.000Z,9.08,4.41
2016-11-25T23:14:48.000Z,3.18,1.54
2016-11-25T23:19:11.000Z,2.83,1.37
2016-11-26T00:42:19.000Z,1.94,0.94
2016-11-26T20:08:51.000Z,6.3,3.06
2016-11-26T20:17:44.000Z,5.37,2.61
2016-11-26T20:31:02.000Z,6.16,2.99
2016-11-26T20:48:47.000Z,11.09,5.38
2016-11-26T20:53:13.000Z,11.3,5.48
2016-11-26T21:33:08.000Z,6.87,3.33
2016-11-27T20:53:13.000Z,8.53,4.14
2016-11-27T21:19:50.000Z,16.33,7.92
2016-11-27T21:50:53.000Z,5.9,2.86
2016-11-27T21:59:45.000Z,4.82,2.34
2016-11-27T22:13:03.000Z,14.65,7.11
2016-11-27T23:01:39.000Z,5.42,2.63
2016-11-27T23:06:03.000Z,4.89,2.37
2016-11-27T23:14:50.000Z,4.72,2.29
2016-11-28T01:14:59.000Z,15.34,7.44
2016-11-28T01:19:25.000Z,13.53,6.57
2016-11-28T01:23:51.000Z,14.75,7.16
2016-11-28T01:28:18.000Z,8.04,3.9
2016-11-28T01:41:36.000Z,10.97,5.32
2016-11-28T02:21:31.000Z,11.86,5.75
2016-11-28T02:25:58.000Z,15.91,7.72
2016-11-28T02:30:24.000Z,22.84,11.08
2016-11-28T02:48:08.000Z,13.23,6.42
2016-11-28T02:52:34.000Z,8.71,4.23
2016-11-28T21:10:59.000Z,12.07,5.85
2016-11-28T21:28:44.000Z,7.99,3.88
2016-11-29T01:09:03.000Z,6.95,3.37
2016-11-29T01:22:14.000Z,12.62,6.12
2016-11-29T01:31:07.000Z,11.37,5.52
2016-11-29T01:39:59.000Z,20.12,9.76
2016-11-29T01:53:18.000Z,12.08,5.86
2016-11-29T02:11:03.000Z,14.98,7.27
2016-11-29T02:19:55.000Z,9.28,4.5
2016-11-29T02:28:47.000Z,18.78,9.11
2016-11-29T02:33:13.000Z,22.92,11.12
2016-11-29T02:37:39.000Z,19.6,9.51
2016-11-29T02:50:58.000Z,15.45,7.49
2016-11-29T02:59:50.000Z,15.78,7.66
2016-11-29T03:13:09.000Z,16.91,8.2
2016-11-29T21:06:33.000Z,5.82,2.82
2016-11-29T21:59:52.000Z,5.61,2.72
2016-11-29T22:17:08.000Z,5.58,2.71
2016-11-29T22:21:34.000Z,7.43,3.61
2016-11-29T22:30:22.000Z,5.3,2.57
2016-11-29T22:34:46.000Z,5.33,2.59
2016-11-29T22:39:09.000Z,3.75,1.82
2016-11-29T22:47:56.000Z,5.1,2.47
2016-11-29T22:56:46.000Z,6.7,3.25
2016-11-29T23:01:10.000Z,4.04,1.96
2016-11-29T23:05:33.000Z,2.98,1.44
2016-11-29T23:09:55.000Z,0.5,0.24
2016-11-30T00:55:39.000Z,9.66,4.69
2016-11-30T01:00:05.000Z,10.1,4.9
2016-11-30T01:22:16.000Z,4.49,2.18
2016-11-30T01:26:42.000Z,8.6,4.17
2016-11-30T01:31:08.000Z,8.58,4.16
2016-11-30T01:44:27.000Z,6.62,3.21
2016-11-30T20:26:36.000Z,2,0.97
2016-11-30T20:31:02.000Z,1.99,0.97
2016-12-01T21:33:08.000Z,3.74,1.81
2016-12-01T21:37:34.000Z,3.33,1.62
2016-12-01T22:21:56.000Z,0.89,0.43
2016-12-01T22:26:22.000Z,2.4,1.17
2016-12-02T01:35:30.000Z,9.56,4.64
2016-12-02T02:10:59.000Z,12.37,6
2016-12-02T02:15:25.000Z,4.41,2.14
2016-12-02T02:24:17.000Z,3.79,1.84
2016-12-02T02:28:44.000Z,4.18,2.03
2016-12-02T02:33:10.000Z,2.02,0.98
2016-12-02T02:37:36.000Z,4.88,2.37
2016-12-02T02:42:02.000Z,2.15,1.05
2016-12-02T02:46:28.000Z,5.4,2.62
2016-12-02T02:50:54.000Z,3.27,1.59
