date-time, SO2-flux-a (kg/s), error (kg/s)
2016-07-02T00:23:55.000Z,3.253240741,1.578356481
2016-07-02T00:37:06.000Z,2.393055556,1.16099537
2016-07-02T00:45:52.000Z,0.18287037,0.088773148
2016-07-02T00:58:59.000Z,0.330787037,0.160532407
2016-07-02T01:38:09.000Z,0.066550926,0.032291667
2016-07-02T01:57:42.000Z,4.928125,2.390856481
2016-07-02T02:03:16.000Z,1.783217593,0.865162037
2016-07-02T02:08:55.000Z,1.737037037,0.842708333
2016-07-02T23:17:30.000Z,1.247453704,0.605208333
2016-07-02T23:39:41.000Z,1.323611111,0.64212963
2016-07-02T23:48:33.000Z,2.021527778,0.980671296
2016-07-03T00:32:40.000Z,0.506134259,0.245486111
2016-07-03T00:54:36.000Z,0.219560185,0.106481481
2016-07-03T01:54:52.000Z,0.506828704,0.245833333
2016-07-03T02:17:48.000Z,0.663541667,0.321990741
2016-07-03T02:31:06.000Z,0.644791667,0.312847222
2016-07-04T23:52:59.000Z,8.546064815,4.146064815
2016-07-05T00:10:43.000Z,3.988657407,1.935069444
2016-07-05T00:19:32.000Z,1.125578704,0.546064815
2016-07-05T01:03:29.000Z,0.273148148,0.132523148
2016-07-06T00:15:08.000Z,0.141550926,0.068634259
2016-07-06T00:23:55.000Z,0.728472222,0.353472222
2016-07-06T00:54:44.000Z,0.316898148,0.153819444
2016-07-06T01:55:43.000Z,0.729050926,0.353703704
2016-07-06T02:31:09.000Z,0.406134259,0.197106481
2016-07-06T02:40:02.000Z,0.698611111,0.33900463
2016-07-10T22:46:10.000Z,0.873842593,0.423958333
2016-07-10T23:52:10.000Z,1.332060185,0.646180556
2016-07-11T22:50:11.000Z,2.198263889,1.066435185
2016-07-11T23:13:11.000Z,2.384722222,1.156944444
2016-07-11T23:26:11.000Z,1.233680556,0.59849537
2016-07-11T23:35:11.000Z,3.411111111,1.654861111
2016-07-11T23:44:11.000Z,3.021759259,1.465972222
2016-07-12T00:45:12.000Z,0.837268519,0.406134259
2016-07-12T00:50:12.000Z,0.118171296,0.057291667
2016-07-12T00:54:12.000Z,0.31875,0.15462963
2016-07-12T01:01:12.000Z,0.613194444,0.297453704
2016-07-12T01:07:12.000Z,0.187037037,0.090740741
2016-07-12T02:03:12.000Z,1.546064815,0.750115741
2016-07-13T23:12:30.000Z,5.27,2.56
2016-07-14T00:14:32.000Z,1.84,0.89
2016-07-14T00:54:08.000Z,0.52,0.25
2016-07-14T01:32:22.000Z,0.58,0.28
2016-07-15T00:10:43.000Z,3.19,1.55
2016-07-15T00:59:26.000Z,3.37,1.64
2016-07-15T01:03:48.000Z,0.52,0.25
2016-07-15T01:56:10.000Z,1.48,0.72
2016-07-15T02:09:29.000Z,3.92,1.9
2016-07-15T03:11:35.000Z,3.12,1.51
2016-07-16T00:59:03.000Z,1.95,0.95
2016-07-16T01:41:39.000Z,0.54,0.26
2016-07-16T23:17:30.000Z,5.26,2.55
2016-07-16T23:35:14.000Z,5.66,2.75
2016-07-17T00:54:37.000Z,0.22,0.11
2016-07-17T01:43:43.000Z,1.07,0.52
2016-07-17T01:49:17.000Z,0.82,0.4
2016-07-17T02:08:55.000Z,2.05,1
2016-07-18T00:19:29.000Z,1.1,0.53
2016-07-18T02:11:49.000Z,0.49,0.24
2016-07-19T00:10:43.000Z,1.6,0.77
2016-07-20T23:35:11.000Z,0.98,0.47
2016-07-21T00:15:05.000Z,1.24,0.6
2016-07-21T00:19:31.000Z,5.16,2.5
2016-07-23T22:37:34.000Z,3.01,1.46
2016-07-23T23:04:11.000Z,6.78,3.29
2016-07-24T00:10:33.000Z,1.58,0.77
2016-07-24T00:15:00.000Z,4.94,2.4
2016-07-24T22:19:50.000Z,4.52,2.19
2016-07-24T23:04:11.000Z,6.18,3
2016-07-24T23:08:37.000Z,5.9,2.86
2016-07-25T01:07:41.000Z,2.78,1.35
2016-07-25T01:47:36.000Z,3.42,1.66
2016-07-25T01:56:28.000Z,4.59,2.23
2016-07-27T00:24:02.000Z,5.95,2.89
2016-07-28T23:13:04.000Z,13.47,6.54
2016-07-29T00:32:44.000Z,0.77,0.37
2016-07-29T00:45:51.000Z,0.83,0.4
2016-07-29T00:50:13.000Z,0.81,0.39
2016-07-29T00:54:37.000Z,0.3,0.15
2016-07-29T01:01:07.000Z,0.4,0.19
2016-07-30T23:35:14.000Z,0.51,0.25
2016-07-31T22:46:27.000Z,0.74,0.36
2016-07-31T23:08:37.000Z,1.69,0.82
2016-07-31T23:48:33.000Z,0.99,0.48
2016-08-01T02:06:04.000Z,2.33,1.13
2016-08-01T23:39:40.000Z,0.39,0.19
2016-08-01T23:48:33.000Z,0.28,0.14
2016-08-04T23:35:14.000Z,0.99,0.48
2016-08-05T00:41:23.000Z,0.58,0.28
2016-08-06T00:45:55.000Z,5.16,2.5
2016-08-07T23:17:30.000Z,0.29,0.14
2016-08-07T23:21:56.000Z,1.37,0.67
2016-08-07T23:26:22.000Z,1.72,0.84
2016-08-07T23:35:14.000Z,1.99,0.97
2016-08-07T23:39:40.000Z,1.24,0.6
2016-08-14T22:28:42.000Z,0.34224537,0.166087963
2016-08-14T22:42:01.000Z,1.753472222,0.850694444
2016-08-14T23:04:11.000Z,0.938194444,0.455208333
2016-08-14T23:30:48.000Z,2.236226852,1.084837963
2016-08-14T23:48:33.000Z,4.528587963,2.196990741
2016-08-15T01:45:38.000Z,1.134722222,0.550578704
2016-08-22T23:04:11.000Z,2.88,1.4
2016-08-23T00:06:05.000Z,1.4,0.68
2016-08-26T22:46:27.000Z,9.99,4.85
2016-08-26T23:08:37.000Z,8.36,4.06
2016-08-27T00:19:26.000Z,0.75,0.36
2016-08-27T00:43:28.000Z,0.61,0.29
2016-08-27T02:45:24.000Z,2.39,1.16
2016-08-27T21:39:54.000Z,0.83,0.4
2016-08-27T22:33:08.000Z,0.89,0.43
2016-08-28T00:14:43.000Z,0.11,0.05
2016-08-28T00:40:59.000Z,0.1,0.05
2016-08-28T02:04:07.000Z,2.67,1.3
2016-08-28T02:08:34.000Z,1.03,0.5
2016-08-28T02:13:00.000Z,1.36,0.66
2016-08-28T02:26:18.000Z,0.99,0.48
2016-08-28T02:35:10.000Z,0.74,0.36
2016-09-01T01:47:00.000Z,3.73,1.81
2016-09-01T01:55:52.000Z,1.79,0.87
2016-09-01T21:39:55.000Z,1.55,0.75
2016-09-01T22:42:01.000Z,1.28,0.62
2016-09-01T23:26:22.000Z,3.25,1.58
2016-09-01T23:35:14.000Z,1.58,0.76
2016-09-02T02:14:15.000Z,1.82,0.89
2016-09-02T02:18:41.000Z,2.02,0.98
2016-09-02T02:23:08.000Z,1.86,0.9
2016-09-02T21:53:13.000Z,5.7,2.77
2016-09-02T22:10:58.000Z,2.66,1.29
2016-09-02T22:37:34.000Z,3.25,1.58
2016-09-02T22:50:53.000Z,5.65,2.74
2016-09-02T23:30:48.000Z,3.55,1.72
2016-09-02T23:48:26.000Z,3.68,1.78
2016-09-02T23:57:13.000Z,3.26,1.58
2016-09-03T00:10:24.000Z,0.89,0.43
2016-09-03T00:14:46.000Z,1.13,0.55
2016-09-03T00:19:08.000Z,0.4,0.2
2016-09-03T00:27:53.000Z,1.26,0.61
2016-09-03T00:32:17.000Z,0.24,0.12
2016-09-03T00:38:46.000Z,0.6,0.29
2016-09-03T00:45:16.000Z,0.17,0.08
2016-09-03T23:13:03.000Z,1.02,0.5
2016-09-03T23:17:29.000Z,1.15,0.56
2016-09-03T23:21:55.000Z,0.98,0.48
2016-09-03T23:39:40.000Z,0.99,0.48
2016-09-03T23:57:24.000Z,1.1,0.53
2016-09-04T21:39:54.000Z,3.91,1.9
2016-09-04T22:06:31.000Z,4.89,2.37
2016-09-04T22:10:57.000Z,3.78,1.84
2016-09-04T22:24:16.000Z,2.58,1.25
2016-09-04T22:33:08.000Z,3.45,1.68
2016-09-04T22:46:27.000Z,3.02,1.47
2016-09-04T22:55:19.000Z,8.31,4.03
2016-09-04T22:59:45.000Z,2.61,1.26
2016-09-04T23:21:56.000Z,4.95,2.4
2016-09-04T23:58:32.000Z,6.36,3.08
2016-09-05T22:33:08.000Z,1.97,0.95
2016-09-05T22:42:01.000Z,0.87,0.42
2016-09-05T23:04:11.000Z,0.74,0.36
2016-09-06T01:33:07.000Z,1.27,0.61
2016-09-06T01:41:59.000Z,3.85,1.87
2016-09-06T21:48:47.000Z,8.47,4.11
2016-09-06T21:57:39.000Z,4.51,2.19
2016-09-06T22:10:57.000Z,3.8,1.84
2016-09-06T22:37:34.000Z,4.04,1.96
2016-09-06T22:50:53.000Z,3.57,1.73
2016-09-06T22:55:19.000Z,2.13,1.04
2016-09-06T22:59:45.000Z,2.68,1.3
2016-09-06T23:04:11.000Z,6.42,3.11
2016-09-06T23:13:04.000Z,2.8,1.36
2016-09-06T23:17:30.000Z,2.33,1.13
2016-09-06T23:26:22.000Z,4.07,1.97
2016-09-06T23:30:48.000Z,4.63,2.25
2016-09-06T23:48:23.000Z,1.7,0.82
2016-09-06T23:52:47.000Z,5.04,2.45
2016-09-07T01:50:58.000Z,3.3,1.6
2016-09-07T01:59:50.000Z,2.49,1.21
2016-09-07T02:04:16.000Z,4.47,2.17
2016-09-11T22:06:31.000Z,0.74,0.36
2016-09-11T22:37:34.000Z,0.84,0.41
2016-09-11T22:55:19.000Z,1.4,0.68
2016-09-11T22:59:45.000Z,1.4,0.68
2016-09-12T01:43:12.000Z,2.91,1.41
2016-09-12T23:08:42.000Z,1.617939815,0.784953704
2016-09-13T02:09:47.000Z,3.760300926,1.824305556
2016-09-14T01:17:14.000Z,1.111342593,0.53912037
2016-09-14T01:39:14.000Z,1.741319444,0.844791667
2016-09-14T01:48:14.000Z,3.215046296,1.559722222
2016-09-14T02:41:14.000Z,1.668055556,0.809259259
2016-09-14T02:45:14.000Z,2.842708333,1.379166667
2016-09-14T02:54:14.000Z,0.802199074,0.389236111
2016-09-14T02:59:14.000Z,1.5375,0.745949074
2016-09-14T03:17:14.000Z,1.357986111,0.658796296
2016-09-14T22:59:45.000Z,0.498032407,0.241550926
2016-09-15T00:15:06.000Z,1.160300926,0.562847222
2016-09-15T00:23:58.000Z,1.260069444,0.611342593
2016-09-15T00:28:24.000Z,2.115162037,1.026157407
2016-09-15T00:41:42.000Z,0.516666667,0.250694444
2016-09-15T00:50:34.000Z,0.562962963,0.273148148
2016-09-15T00:55:00.000Z,1.645601852,0.79837963
2016-09-15T00:59:26.000Z,0.874884259,0.424421296
2016-09-15T01:03:52.000Z,0.993981481,0.482175926
2016-09-15T01:08:18.000Z,0.500578704,0.242824074
2016-09-15T01:34:54.000Z,0.846064815,0.410532407
2016-09-15T01:39:20.000Z,7.362384259,3.571759259
2016-09-15T01:57:04.000Z,1.547916667,0.750925926
2016-09-15T02:01:30.000Z,1.463194444,0.709837963
2016-09-15T02:05:56.000Z,0.786574074,0.381597222
2016-09-15T02:10:22.000Z,1.758564815,0.853125
2016-09-15T02:14:48.000Z,1.853472222,0.899189815
2016-09-15T02:19:14.000Z,2.272337963,1.102430556
2016-09-15T02:23:40.000Z,1.518402778,0.736689815
2016-09-15T02:28:06.000Z,0.828587963,0.401967593
2016-09-15T02:36:58.000Z,1.445023148,0.701041667
2016-09-15T02:59:08.000Z,0.894675926,0.434027778
2016-09-15T21:26:36.000Z,0.815856481,0.395833333
2016-09-15T21:39:54.000Z,0.600694444,0.291435185
2016-09-15T21:53:13.000Z,0.614351852,0.298032407
2016-09-15T22:02:05.000Z,1.576967593,0.765046296
2016-09-15T22:24:16.000Z,0.767476852,0.372337963
2016-09-15T22:46:27.000Z,0.614583333,0.298148148
2016-09-15T22:55:19.000Z,0.788310185,0.382407407
2016-09-15T22:59:45.000Z,0.706134259,0.342592593
2016-09-15T23:08:37.000Z,0.761226852,0.369328704
2016-09-15T23:13:03.000Z,0.378819444,0.183796296
2016-09-15T23:17:30.000Z,0.720023148,0.349305556
2016-09-15T23:39:40.000Z,0.55775463,0.270601852
2016-09-15T23:57:25.000Z,1.181944444,0.57337963
2016-09-16T00:10:43.000Z,1.229513889,0.596412037
2016-09-16T00:28:28.000Z,1.026157407,0.497800926
2016-09-16T00:37:20.000Z,0.832291667,0.403819444
2016-09-16T01:17:12.000Z,0.967013889,0.469097222
2016-10-02T20:39:54.000Z,0.736689815,0.357407407
2016-10-02T22:52:55.000Z,2.312384259,1.121875
2016-10-02T23:01:45.000Z,6.089583333,2.954282407
2016-10-02T23:15:01.000Z,1.333680556,0.647106481
2016-10-02T23:23:46.000Z,4.067361111,1.973263889
2016-10-02T23:28:10.000Z,2.360648148,1.14525463
2016-10-02T23:32:33.000Z,2.342592593,1.136458333
2016-10-02T23:41:23.000Z,3.709375,1.799537037
2016-10-03T01:35:14.000Z,3.511921296,1.703819444
2016-10-03T01:39:40.000Z,2.699768519,1.309722222
2016-10-03T01:48:32.000Z,3.091319444,1.499768519
2016-10-03T02:01:51.000Z,5.156944444,2.501851852
2016-10-03T02:15:09.000Z,2.291898148,1.111921296
2016-10-03T22:35:14.000Z,2.024305556,0.982060185
2016-10-03T22:44:06.000Z,6.184259259,3.000231481
2016-10-03T23:10:33.000Z,1.959490741,0.950694444
2016-10-03T23:14:57.000Z,0.895486111,0.434490741
2016-10-03T23:45:47.000Z,2.154166667,1.045023148
2016-10-03T23:50:09.000Z,0.14212963,0.068981481
2016-10-04T01:18:42.000Z,3.061689815,1.485416667
2016-10-04T01:27:34.000Z,4.746180556,2.302546296
2016-10-04T01:36:26.000Z,5.013425926,2.432175926
2016-10-04T01:40:52.000Z,4.694328704,2.277430556
2016-10-04T01:45:19.000Z,3.654050926,1.772800926
2016-10-04T01:49:45.000Z,3.537731481,1.716319444
2016-10-04T01:54:11.000Z,3.000462963,1.455671296
2016-10-04T02:03:03.000Z,3.925231481,1.904282407
2016-10-04T02:11:55.000Z,4.013078704,1.946875
2016-10-04T02:25:14.000Z,6.141666667,2.97962963
2016-10-04T02:29:40.000Z,3.506597222,1.701157407
2016-10-04T02:34:06.000Z,5.422800926,2.630902778
2016-10-04T02:42:58.000Z,5.562384259,2.69849537
2016-10-04T02:47:25.000Z,3.851967593,1.86875
2016-10-04T02:51:51.000Z,4.251157407,2.062384259
2016-10-04T03:00:43.000Z,2.075462963,1.006828704
2016-10-04T03:05:09.000Z,1.504513889,0.729861111
2016-10-04T20:48:47.000Z,2.936342593,1.424537037
2016-10-04T21:02:05.000Z,5.050578704,2.450231481
2016-10-04T21:24:16.000Z,8.525462963,4.136111111
2016-10-04T21:28:42.000Z,10.22824074,4.962152778
2016-10-04T21:37:39.000Z,2.584259259,1.253703704
2016-10-04T21:50:58.000Z,7.887268519,3.82650463
2016-10-04T22:17:35.000Z,13.37175926,6.487268519
2016-10-04T23:01:56.000Z,7.301851852,3.542476852
2016-10-04T23:19:34.000Z,6.303472222,3.058101852
2016-10-05T01:35:15.000Z,6.46724537,3.1375
2016-10-05T02:01:52.000Z,13.33402778,6.468865741
2016-10-05T02:24:03.000Z,10.56863426,5.127314815
2016-10-05T02:42:25.000Z,10.02199074,4.862152778
2016-10-06T01:29:11.000Z,2.71,1.32
2016-10-06T20:17:44.000Z,4.04,1.96
2016-10-06T20:35:28.000Z,5.74,2.79
2016-10-06T21:06:31.000Z,2.83,1.37
2016-10-06T21:19:50.000Z,3.99,1.93
2016-10-06T21:24:16.000Z,4.25,2.06
2016-10-06T21:33:08.000Z,3.82,1.86
2016-10-06T21:37:34.000Z,7.49,3.63
2016-10-06T22:08:37.000Z,3.1,1.5
2016-10-06T22:26:22.000Z,6.61,3.21
2016-10-06T22:39:40.000Z,5.17,2.51
2016-10-06T23:01:51.000Z,4.71,2.28
2016-10-06T23:15:03.000Z,2.19,1.06
2016-10-06T23:19:27.000Z,1.68,0.81
2016-10-06T23:23:50.000Z,1.43,0.69
2016-10-06T23:28:14.000Z,5.63,2.73
2016-10-06T23:32:37.000Z,2.34,1.13
2016-10-06T23:41:22.000Z,0.85,0.41
2016-10-07T01:22:45.000Z,4.33,2.1
2016-10-07T01:27:12.000Z,2.49,1.21
2016-10-07T01:36:04.000Z,3.13,1.52
2016-10-07T01:40:30.000Z,2.24,1.09
2016-10-07T01:49:22.000Z,4.46,2.16
2016-10-07T01:58:15.000Z,2.96,1.44
2016-10-07T02:02:41.000Z,1.33,0.65
2016-10-07T02:11:33.000Z,3.55,1.72
2016-10-07T02:20:25.000Z,4,1.94
2016-10-07T02:33:44.000Z,3.65,1.77
2016-10-07T21:10:57.000Z,5.8,2.81
2016-10-07T22:26:22.000Z,6.44,3.12
2016-10-08T01:21:52.000Z,4.04,1.96
2016-10-08T02:37:16.000Z,4.66,2.26
2016-10-09T01:41:20.000Z,1.41,0.68
2016-10-09T01:59:05.000Z,2.55,1.24
2016-10-09T02:03:31.000Z,1.56,0.76
2016-10-09T02:12:23.000Z,1.3,0.63
2016-10-09T02:16:49.000Z,2.61,1.27
2016-10-09T02:25:42.000Z,1.98,0.96
2016-10-09T02:34:34.000Z,5.67,2.75
2016-10-09T02:39:00.000Z,2.27,1.1
2016-10-09T02:43:26.000Z,2.71,1.31
2016-10-09T02:52:19.000Z,5.58,2.71
2016-10-09T02:56:45.000Z,2.87,1.39
2016-10-09T03:10:03.000Z,2.22,1.08
2016-10-09T03:23:22.000Z,2.21,1.07
2016-10-12T21:10:57.000Z,1.2,0.58
2016-10-12T21:37:34.000Z,1.47,0.71
2016-10-12T21:59:45.000Z,2.75,1.33
2016-10-12T22:13:03.000Z,4.05,1.97
2016-10-12T22:44:06.000Z,2.52,1.22
2016-10-12T23:15:00.000Z,1.79,0.87
2016-10-13T01:40:30.000Z,4.98,2.41
2016-10-13T01:44:56.000Z,4.28,2.08
2016-10-13T02:02:40.000Z,3.05,1.48
2016-10-13T20:57:39.000Z,3.37,1.64
2016-10-13T21:42:05.000Z,3.39,1.65
2016-10-13T21:46:32.000Z,3.33,1.62
2016-10-13T21:55:24.000Z,4.4,2.13
2016-10-13T22:04:16.000Z,3.89,1.89
2016-10-13T22:08:42.000Z,1.85,0.9
2016-10-13T22:35:19.000Z,1.39,0.68
2016-10-13T22:53:04.000Z,1.24,0.6
2016-10-13T22:57:30.000Z,3.47,1.69
2016-10-13T23:01:56.000Z,2.41,1.17
2016-10-13T23:15:05.000Z,1.54,0.75
2016-10-14T20:17:44.000Z,7.51,3.64
2016-10-14T20:22:10.000Z,5.11,2.48
2016-10-14T20:26:36.000Z,3.26,1.58
2016-10-14T20:39:54.000Z,2.92,1.42
2016-10-14T21:06:31.000Z,7.27,3.53
2016-10-14T21:37:34.000Z,3.93,1.91
2016-10-14T21:42:00.000Z,3.43,1.67
2016-10-14T22:57:25.000Z,3.91,1.9
2016-10-14T23:01:51.000Z,3.4,1.65
2016-10-14T23:10:42.000Z,3.52,1.71
2016-10-14T23:15:05.000Z,3.16,1.53
2016-10-14T23:19:32.000Z,2.13,1.03
2016-10-14T23:23:55.000Z,0.89,0.43
2016-10-14T23:28:21.000Z,3.16,1.53
2016-10-15T01:10:48.000Z,1.77,0.86
2016-10-15T01:15:15.000Z,2.88,1.4
2016-10-15T01:19:41.000Z,5.69,2.76
2016-10-15T01:28:33.000Z,2.16,1.05
2016-10-15T01:32:59.000Z,1,0.48
2016-10-15T01:37:25.000Z,1.15,0.56
2016-10-15T21:19:50.000Z,2.53,1.23
2016-10-15T23:45:51.000Z,1.88,0.91
2016-10-15T23:58:58.000Z,1.05,0.51
2016-10-16T01:22:59.000Z,3.78,1.83
2016-10-16T21:06:31.000Z,1.77,0.86
2016-10-16T21:15:23.000Z,4.93,2.39
2016-10-16T21:19:50.000Z,3.03,1.47
2016-10-16T21:24:16.000Z,4.52,2.19
2016-10-16T21:42:00.000Z,2.65,1.29
2016-10-16T21:46:26.000Z,2.83,1.37
2016-10-16T22:04:11.000Z,2.34,1.13
2016-10-16T22:48:33.000Z,3.32,1.61
2016-10-16T23:54:26.000Z,0.55,0.27
2016-10-17T01:17:22.000Z,3.72,1.8
2016-10-17T01:21:48.000Z,8.77,4.25
2016-10-17T02:01:44.000Z,4.67,2.26
2016-10-17T02:28:21.000Z,9.29,4.51
2016-10-17T02:37:13.000Z,7.5,3.64
2016-10-17T20:39:54.000Z,3.91,1.89
2016-10-17T22:57:25.000Z,3.49,1.69
2016-10-18T01:10:42.000Z,2.65,1.28
2016-10-18T01:37:19.000Z,8.28,4.02
2016-10-18T01:46:12.000Z,2.86,1.39
2016-10-18T01:50:38.000Z,10.57,5.13
2016-10-18T01:55:04.000Z,4.8,2.33
2016-10-18T01:59:30.000Z,4.59,2.23
2016-10-18T02:03:56.000Z,5.63,2.73
2016-10-18T02:08:22.000Z,6.03,2.92
2016-10-18T02:34:59.000Z,5.52,2.68
2016-10-18T23:10:31.000Z,6.3,3.06
2016-10-18T23:54:28.000Z,3.82,1.85
2016-10-19T00:57:31.000Z,0.99,0.48
2016-10-19T01:34:13.000Z,9.73,4.72
2016-10-19T01:38:39.000Z,4.81,2.33
2016-10-19T02:27:26.000Z,3.47,1.69
2016-10-19T02:45:11.000Z,4.49,2.18
2016-10-19T02:49:37.000Z,3.33,1.61
2016-10-19T03:02:55.000Z,3.12,1.51
2016-10-19T03:20:40.000Z,4.77,2.31
2016-10-19T03:25:06.000Z,5.73,2.78
2016-10-19T20:31:02.000Z,1.64,0.8
2016-10-19T20:39:54.000Z,2.23,1.08
2016-10-19T20:44:20.000Z,4.25,2.06
2016-10-19T20:48:47.000Z,2.59,1.26
2016-10-19T20:57:39.000Z,3.31,1.6
2016-10-19T21:02:05.000Z,2.46,1.19
2016-10-19T21:06:31.000Z,2.21,1.07
2016-10-19T21:10:57.000Z,1.83,0.89
2016-10-19T21:15:23.000Z,3.25,1.58
2016-10-19T21:28:42.000Z,3.86,1.87
2016-10-19T21:33:08.000Z,3.27,1.59
2016-10-19T21:42:00.000Z,3.81,1.85
2016-10-19T21:46:26.000Z,2.52,1.22
2016-10-19T21:50:58.000Z,1.8,0.87
2016-10-19T21:59:50.000Z,2.72,1.32
2016-10-19T22:04:16.000Z,2.35,1.14
2016-10-19T22:08:42.000Z,2.42,1.17
2016-10-19T22:13:08.000Z,3.97,1.93
2016-10-19T22:17:35.000Z,2.65,1.28
2016-10-19T22:30:53.000Z,2.94,1.43
2016-10-19T22:48:34.000Z,2.34,1.13
2016-10-19T22:57:25.000Z,1.68,0.82
2016-10-19T23:06:15.000Z,2.16,1.05
2016-10-19T23:10:41.000Z,2.12,1.03
2016-10-19T23:19:30.000Z,2.27,1.1
2016-10-19T23:28:17.000Z,1.56,0.75
2016-10-19T23:32:40.000Z,2.14,1.04
2016-10-19T23:41:30.000Z,2.79,1.35
2016-10-19T23:45:53.000Z,3.52,1.71
2016-10-19T23:50:22.000Z,2.15,1.04
2016-10-19T23:54:45.000Z,0.83,0.4
2016-10-19T23:59:07.000Z,0.75,0.36
2016-10-20T01:00:07.000Z,3.91,1.9
2016-10-20T01:04:32.000Z,2.48,1.2
2016-10-20T01:13:23.000Z,1.63,0.79
2016-10-20T01:17:49.000Z,2.12,1.03
2016-10-20T01:22:15.000Z,4.17,2.02
2016-10-20T01:31:06.000Z,1.44,0.7
2016-10-20T01:39:56.000Z,2.48,1.2
2016-10-20T01:44:22.000Z,2.95,1.43
2016-10-20T01:48:47.000Z,2.97,1.44
2016-10-20T01:53:13.000Z,1.61,0.78
2016-10-20T01:57:38.000Z,2.35,1.14
2016-10-20T02:02:04.000Z,3.56,1.73
2016-10-20T02:10:55.000Z,4.33,2.1
2016-10-20T02:15:21.000Z,3.97,1.93
2016-10-20T02:24:13.000Z,7.77,3.77
2016-10-20T02:33:05.000Z,3.68,1.79
2016-10-20T02:37:31.000Z,5.31,2.58
2016-10-20T02:46:23.000Z,6.91,3.35
2016-10-20T02:50:49.000Z,7.83,3.8
2016-10-20T03:04:07.000Z,8.68,4.21
2016-10-20T03:08:33.000Z,5.28,2.56
2016-10-20T03:21:51.000Z,2.17,1.05
2016-10-20T21:06:31.000Z,4.17,2.02
2016-10-20T21:42:00.000Z,2.59,1.26
2016-10-20T22:17:30.000Z,2.56,1.24
2016-10-20T22:21:56.000Z,2.11,1.03
2016-10-20T22:44:06.000Z,2.63,1.28
2016-10-20T23:19:19.000Z,0.92,0.45
2016-10-20T23:54:21.000Z,0.63,0.31
2016-10-21T01:18:22.000Z,3.5,1.7
2016-10-21T01:31:40.000Z,3.42,1.66
2016-10-21T01:36:07.000Z,4.62,2.24
2016-10-21T01:40:33.000Z,3.24,1.57
2016-10-21T01:44:59.000Z,3.56,1.73
2016-10-21T01:49:25.000Z,3.43,1.67
2016-10-21T02:07:10.000Z,2.64,1.28
2016-10-21T02:20:28.000Z,2.05,0.99
2016-10-21T02:24:54.000Z,3.58,1.73
2016-10-21T02:29:20.000Z,2.8,1.36
2016-10-21T02:42:39.000Z,3.25,1.58
2016-10-21T02:55:57.000Z,2.92,1.42
2016-10-21T20:31:02.000Z,1.1,0.53
2016-10-21T20:39:54.000Z,0.55,0.27
2016-10-21T20:44:21.000Z,0.88,0.43
2016-10-21T20:48:47.000Z,0.61,0.3
2016-10-21T21:06:31.000Z,1.73,0.84
2016-10-21T21:10:57.000Z,2.32,1.13
2016-10-21T21:15:24.000Z,1.96,0.95
2016-10-21T21:28:42.000Z,1.58,0.77
2016-10-21T21:33:08.000Z,3.79,1.84
2016-10-21T21:37:34.000Z,2.25,1.09
2016-10-21T21:42:00.000Z,2.89,1.4
2016-10-21T21:46:27.000Z,1.75,0.85
2016-10-21T21:50:53.000Z,1.69,0.82
2016-10-21T21:55:19.000Z,2.05,0.99
2016-10-21T21:59:45.000Z,3.36,1.63
2016-10-21T22:04:11.000Z,1.83,0.89
2016-10-21T22:08:37.000Z,1.84,0.89
2016-10-21T22:13:04.000Z,1.76,0.85
2016-10-21T22:21:56.000Z,2.28,1.11
2016-10-21T22:26:22.000Z,2.01,0.98
2016-10-21T22:30:48.000Z,1.65,0.8
2016-10-21T22:35:14.000Z,2.03,0.99
2016-10-21T22:39:40.000Z,3.49,1.69
2016-10-21T22:44:07.000Z,1.75,0.85
2016-10-21T22:48:33.000Z,2.23,1.08
2016-10-21T22:57:18.000Z,1.23,0.6
2016-10-21T23:01:42.000Z,1.1,0.53
2016-10-21T23:06:06.000Z,2.72,1.32
2016-10-21T23:10:29.000Z,1.61,0.78
2016-10-21T23:14:53.000Z,2.47,1.2
2016-10-21T23:19:16.000Z,0.67,0.33
2016-10-21T23:23:38.000Z,0.71,0.34
2016-10-22T00:03:00.000Z,0.24,0.12
2016-10-22T00:46:43.000Z,1.29,0.62
2016-10-22T00:51:10.000Z,0.71,0.34
2016-10-22T00:59:56.000Z,0.99,0.48
2016-10-22T01:04:19.000Z,0.94,0.46
2016-10-22T01:13:06.000Z,0.98,0.48
2016-10-22T01:26:26.000Z,1.9,0.92
2016-10-22T01:30:52.000Z,3.89,1.89
2016-10-22T01:35:18.000Z,2.54,1.23
2016-10-22T01:39:44.000Z,2.85,1.38
2016-10-22T01:44:10.000Z,1.76,0.86
2016-10-22T01:48:37.000Z,2.48,1.2
2016-10-22T01:53:03.000Z,2.52,1.22
2016-10-22T01:57:29.000Z,1.98,0.96
2016-10-22T02:01:55.000Z,1.55,0.75
2016-10-22T02:06:21.000Z,2.32,1.12
2016-10-22T02:10:47.000Z,2.31,1.12
2016-10-22T02:15:13.000Z,2.49,1.21
2016-10-22T02:24:06.000Z,2.87,1.39
2016-10-22T02:28:32.000Z,1.13,0.55
2016-10-22T02:32:58.000Z,2.48,1.2
2016-10-22T02:37:24.000Z,1.44,0.7
2016-10-22T02:41:50.000Z,1.46,0.71
2016-10-22T02:46:16.000Z,1.69,0.82
2016-10-22T02:59:35.000Z,2.85,1.39
2016-10-22T03:12:53.000Z,1.62,0.79
