Volcano Name	VNUM	Latitude	Longitude	Region	Sub-region	Volcano Type	Unit name	Eruption start day	Eruption start month	Eruption start year	Year BP	Date Error	Dating technique	Date quality	Alternate values	Citation	Tephra fall deposit volume	Qualifier	Error	Alternate values	Citation	Tephra fall DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Ignimbrite deposit volume	Qualifier	Error	Quality	Alternate values	Citation	Ignimbrite DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Primary intra caldera deposit volume	Qualifier	Error	Quality	Alternate values	Citation	Primary intra caldera DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Bulk deposit volume	Qualifier	Error	Quality	Alternate values	Citation	Bulk DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Magma Type	Magma Density	Magnitude	Qualifier	Derivation	Alternate values	Citation	VEI	Qualifier	Derivation	Alternate values	Citation	Column height Min	Citation	Column height Max	Citation	Column height Average	Citation	Alternate values	Intensity Min	Citation	Intensity Max	Citation	Intensity Average	Citation	Alternate values
Atitlán	342060	14.583	-91.186	México and Central America	Guatemala	Stratovolcano(es)	Los Chocoyos Ash (H)				84000		K Ar	Not Entered	No	Drexler et al (1980)	220			No	Drexler et al (1980)	150			?	No	Carey and Sigurdsson (1989)	200			?	Yes	Kutterolf et al (2008)	120			?	No	Rose et al (1987)													420			2	Yes	Collapse Caldera Database (2011)	275		5	2	Yes	Rose et al (1987)	Dacite-Rhyolite		7.8		Literature	No	Hayakawa (1996a)	7		Literature	No	Decker (1990)			45	Carey and Sigurdsson (1989)		Carey and Sigurdsson (1989)	No			11.7	Carey and Sigurdsson (1989)			No
Atitlán	342060	14.583	-91.186	México and Central America	Guatemala	Stratovolcano(es)	Los Chocoyos Ash (H)				84000		K Ar	Not Entered	No	Drexler et al (1980)	220			No	Kutterolf et al (2008)	150			?	No	Carey and Sigurdsson (1989)	200			?	Yes	Kutterolf et al (2008)	120			?	No	Rose et al (1987)													420			2	Yes	Drexler et al (1980)	275		5	2	Yes	Collapse Caldera Database (2011)	Rhyolite		7.8		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database			45	Carey and Sigurdsson (1989)		Carey and Sigurdsson (1989)	No			11.7	Carey and Sigurdsson (1989)			No
Atitlán	342060	14.583	-91.186	México and Central America	Guatemala	Stratovolcano(es)	Los Chocoyos Ash (H)				84000		K Ar	Not Entered	No	Drexler et al (1980)	220			No	Kutterolf et al (2008)	150			?	No	Carey and Sigurdsson (1989)	200			?	Yes	Kutterolf et al (2008)	120			?	No	Rose et al (1987)													420			2	Yes	Drexler et al (1980)	275		5	2	Yes	Machida (2002a)	Rhyolite		7.8		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database			45	Carey and Sigurdsson (1989)		Carey and Sigurdsson (1989)	No			11.7	Carey and Sigurdsson (1989)			No
Atitlán	342060	14.583	-91.186	México and Central America	Guatemala	Stratovolcano(es)	Los Chocoyos Ash (H)				84000		K Ar	Not Entered	No	Drexler et al (1980)	220			No	Kutterolf et al (2008)	150			?	No	Carey and Sigurdsson (1989)	200			?	Yes	Kutterolf et al (2008)	120			?	No	Rose et al (1987)													420			2	Yes	Drexler et al (1980)	275		5	2	Yes	Rose et al (1987)	Rhyolite		7.8		Literature	No	Hayakawa (1996a)	7		Literature	No	Decker (1990)			45	Carey and Sigurdsson (1989)		Carey and Sigurdsson (1989)	No			11.7	Carey and Sigurdsson (1989)			No
Atitlán	342060	14.583	-91.186	México and Central America	Guatemala	Stratovolcano(es)	Los Chocoyos Ash (H)				84000		K Ar	Not Entered	No	Drexler et al (1980)	220			No	Kutterolf et al (2008)	150			?	No	Carey and Sigurdsson (1989)	200			?	Yes	Kutterolf et al (2008)	120			?	No	Rose et al (1987)													420			2	Yes	Drexler et al (1980)	275		5	2	Yes	Collapse Caldera Database (2011)	Dacite-Rhyolite		7.8		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database			45	Carey and Sigurdsson (1989)		Carey and Sigurdsson (1989)	No			11.7	Carey and Sigurdsson (1989)			No
Atitlán	342060	14.583	-91.186	México and Central America	Guatemala	Stratovolcano(es)	Los Chocoyos Ash (H)				84000		K Ar	Not Entered	No	Drexler et al (1980)	220			No	Kutterolf et al (2008)	150			?	No	Carey and Sigurdsson (1989)	200			?	Yes	Kutterolf et al (2008)	120			?	No	Rose et al (1987)													420			2	Yes	Collapse Caldera Database (2011)	275		5	2	Yes	Rose et al (1987)	Dacite-Rhyolite		7.8		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database			45	Carey and Sigurdsson (1989)		Carey and Sigurdsson (1989)	No			11.7	Carey and Sigurdsson (1989)			No
Atitlán	342060	14.583	-91.186	México and Central America	Guatemala	Stratovolcano(es)	Los Chocoyos Ash (H)				84000		K Ar	Not Entered	No	Drexler et al (1980)	220			No	Kutterolf et al (2008)	150			?	No	Carey and Sigurdsson (1989)	200			?	Yes	Kutterolf et al (2008)	120			?	No	Rose et al (1987)													420			2	Yes	Drexler et al (1980)	275		5	2	Yes	Machida (2002a)	Dacite-Rhyolite		7.8		Literature	No	Hayakawa (1996a)	7		Literature	No	Decker (1990)			45	Carey and Sigurdsson (1989)		Carey and Sigurdsson (1989)	No			11.7	Carey and Sigurdsson (1989)			No
Atitlán	342060	14.583	-91.186	México and Central America	Guatemala	Stratovolcano(es)	Los Chocoyos Ash (H)				84000		K Ar	Not Entered	No	Drexler et al (1980)	220			No	Drexler et al (1980)	150			?	No	Carey and Sigurdsson (1989)	200			?	Yes	Kutterolf et al (2008)	120			?	No	Rose et al (1987)													420			2	Yes	Drexler et al (1980)	275		5	2	Yes	Collapse Caldera Database (2011)	Rhyolite		7.8		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database			45	Carey and Sigurdsson (1989)		Carey and Sigurdsson (1989)	No			11.7	Carey and Sigurdsson (1989)			No
Atitlán	342060	14.583	-91.186	México and Central America	Guatemala	Stratovolcano(es)	Los Chocoyos Ash (H)				84000		K Ar	Not Entered	No	Drexler et al (1980)	220			No	Kutterolf et al (2008)	150			?	No	Carey and Sigurdsson (1989)	200			?	Yes	Kutterolf et al (2008)	120			?	No	Rose et al (1987)													420			2	Yes	Collapse Caldera Database (2011)	275		5	2	Yes	Machida (2002a)	Rhyolite		7.8		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database			45	Carey and Sigurdsson (1989)		Carey and Sigurdsson (1989)	No			11.7	Carey and Sigurdsson (1989)			No
Atitlán	342060	14.583	-91.186	México and Central America	Guatemala	Stratovolcano(es)	Los Chocoyos Ash (H)				84000		K Ar	Not Entered	No	Drexler et al (1980)	220			No	Kutterolf et al (2008)	150			?	No	Carey and Sigurdsson (1989)	200			?	Yes	Kutterolf et al (2008)	120			?	No	Rose et al (1987)													420			2	Yes	Drexler et al (1980)	275		5	2	Yes	Rose et al (1987)	Dacite-Rhyolite		7.8		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database			45	Carey and Sigurdsson (1989)		Carey and Sigurdsson (1989)	No			11.7	Carey and Sigurdsson (1989)			No
Atitlán	342060	14.583	-91.186	México and Central America	Guatemala	Stratovolcano(es)	Los Chocoyos Ash (H)				84000		K Ar	Not Entered	No	Drexler et al (1980)	220			No	Drexler et al (1980)	150			?	No	Carey and Sigurdsson (1989)	200			?	Yes	Kutterolf et al (2008)	120			?	No	Rose et al (1987)													420			2	Yes	Drexler et al (1980)	275		5	2	Yes	Machida (2002a)	Rhyolite		7.8		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database			45	Carey and Sigurdsson (1989)		Carey and Sigurdsson (1989)	No			11.7	Carey and Sigurdsson (1989)			No
Atitlán	342060	14.583	-91.186	México and Central America	Guatemala	Stratovolcano(es)	W Pumice Fall				158000		Ar-Ar	Medium quality	No	Kutterolf et al (2008)	12.9			No		5.5		2.5	?	No	Rose et al (1987)	4.7			?	No		2			?	No	Rose et al (1987)													17.6		5.9	2	Yes		7.5		2.5	2	No	Rose et al (1987)			6.3		Calculated	No		6		Literature	No	Smithsonian Pleistocene Database							No							No
Atka	311160	52.381	-174.154	Alaska	Aleutian Islands	Stratovolcano(es)	Atka Caldera				400000		Stratigraphy	Low quality	No	Smithsonian Pleistocene Database																																				0.1	>=		0	No		0.04	>=		0	No		Dacite		4	>=	Assumed	No		4	>=	Assumed	No								No							No
Atka	311160	52.381	-174.154	Alaska	Aleutian Islands	Stratovolcano(es)	Atka Caldera				400000		Stratigraphy	Low quality	No	Miller et al (1998)																																				0.1	>=		0	No		0.04	>=		0	No		Dacite		4	>=	Assumed	No		4	>=	Assumed	No								No							No
Atlin Volc Field	320030	59.68333333	-133.3166667	Canada and Western USA	Canada	Cinder cone(s)																																																																												No							No
"Atlixcos, Los"	341094	19.80888889	-96.52638889	México and Central America	México	Shield volcano(es)																																																																												No							No
Atsonupuri	290050	44.805	147.135	Kuril Islands	Kuril Islands	Stratovolcano(es)																																																																												No							No
"Atuel, Caldera del"	357023	-34.65	-70.05	South America	Central Chile & Argentina	Caldera(s)																																																																												No							No
Aucanquilcha	355823	-21.22	-68.47	South America	"Northen Chile, Bolivia & Argentina"	Stratovolcano(es)	Cumbre Negra pyroclastic flow deposit				600000		K Ar	Low quality	No	Klemetti and Grunder (2008)												0.3			?	No	Klemetti and Grunder (2008)	0.125			?	No														0.3			1	No	Klemetti and Grunder (2008)	0.125			1	No		Dacite		4.5		Calculated	No		4		Calculated	No								No							No
Auckland Field	241020	-36.9	174.8666667	New Zealand to Fiji	New Zealand	Volcanic field																																																																												No							No
Augustine	313010	59.363	-153.43	Alaska	Alaska (southwestern)	Lava dome(s)	1986 AD	27	3	1986	-36		Historical records	High quality	No	SI																																				0.1	?		1	No	SI	0.04			1	No		Andesite-Dacite		4		Calculated	Yes		4	?	Literature	No	SI			12	SI		SI	Yes			9.8	Pyle (2000)			Yes
Augustine	313010	59.363	-153.43	Alaska	Alaska (southwestern)	Lava dome(s)	1986 AD	27	3	1986	-36		Historical records	High quality	No	SI																																				0.1	?		1	No	SI	0.04			1	No		Andesite-Dacite		4		Calculated	Yes		4	?	Literature	No	SI			12	Pyle (2000)		Pyle (2000)	Yes			9.8	Pyle (2000)			Yes
Augustine	313010	59.363	-153.43	Alaska	Alaska (southwestern)	Lava dome(s)	1976 AD	22	1	1976	-26		Historical records	High quality	No	SI																																				0.39			1	No	Kamata et al (1991)	0.21			1	No	Kamata et al (1991)	Andesite-Rhyolite		4.7		Calculated	No		4		Literature	No	SI			15	SI		SI	Yes			10.06				No
Augustine	313010	59.363	-153.43	Alaska	Alaska (southwestern)	Lava dome(s)	1976 AD	22	1	1976	-26		Historical records	High quality	No	Kamata et al (1991)																																				0.39			1	No	Kamata et al (1991)	0.21			1	No	Kamata et al (1991)	Andesite-Rhyolite		4.7		Calculated	No		4		Literature	No	SI			15	SI		SI	Yes			10.06				No
Augustine	313010	59.363	-153.43	Alaska	Alaska (southwestern)	Lava dome(s)	Burr Point avalanche	6	10	1883	67		Historical records	High quality	No	SI																																				0.21			0	No		0.09			0	No		Andesite-Dacite		4.3		Calculated	No		4		Literature	No	SI							No							No
Augustine	313010	59.363	-153.43	Alaska	Alaska (southwestern)	Lava dome(s)	Burr Point avalanche	6	10	1883	67		Historical records	High quality	No	Siebert et al (1995)																																				0.21			0	No		0.09			0	No		Andesite-Dacite		4.3		Calculated	No		4		Literature	No	SI							No							No
Augustine	313010	59.363	-153.43	Alaska	Alaska (southwestern)	Lava dome(s)	Layer B			1540	410		Radiocarbon (corrected)	Medium quality	No	SI												0.03			?	No	Siebert et al (1995)	0.012			?	No														0.1	>=		0	No		0.04	>=		0	No		Andesite-Dacite		4	>=	Calculated	No		4	?	Literature	No	SI							No							No
Augustine	313010	59.363	-153.43	Alaska	Alaska (southwestern)	Lava dome(s)	Layer B			1540	410		Radiocarbon (corrected)	Medium quality	No	Siebert et al (1995)												0.03			?	No	Siebert et al (1995)	0.012			?	No														0.1	>=		0	No		0.04	>=		0	No		Andesite-Dacite		4	>=	Calculated	No		4	?	Literature	No	SI							No							No
"Auquihuato, Cerro"	354001	-15.06666667	-73.18333333	South America	Perú	Cinder cone(s)																																																																												No							No
Aurora-Bodie	326802	38.31666667	-118.8833333	Canada and Western USA	US-Nevada	Not Available																																																																												No							No
Avachinsky	300100	53.255	158.83	Kamchatka and Mainland Asia	Kamchatka Peninsula	Stratovolcano(es)	1945 AD	25	2	1945	5		Historical records	High quality	No	SI																																				0.3			1	No	SI	0.115			1	No		Andesite		4.5		Calculated	No		4		Literature	No	SI							No							No
Avachinsky	300100	53.255	158.83	Kamchatka and Mainland Asia	Kamchatka Peninsula	Stratovolcano(es)	1926 AD	27	3	1926	24		Historical records	High quality	No	SI																																				0.2		0.03	1	No	SI	0.069			1	No		Andesite		4.3		Calculated	No		4		Literature	No	SI							No							No
Avachinsky	300100	53.255	158.83	Kamchatka and Mainland Asia	Kamchatka Peninsula	Stratovolcano(es)	1827 AD	27	6	1827	123		Historical records	High quality	No	SI																																				0.2	<		1	No	SI	0.069			1	No		Andesite		4.3		Calculated	No		4		Literature	No	SI							No							No
Avachinsky	300100	53.255	158.83	Kamchatka and Mainland Asia	Kamchatka Peninsula	Stratovolcano(es)	3200 BP			-1250	3200		Tephrochronology	Low quality	No	Stothers et al (1989)																																				1.75		0.25	1	No	Stothers et al (1989)	0.7			1	No		Andesite		5.2		Calculated	No		5		Calculated	No								No							No
Avachinsky	300100	53.255	158.83	Kamchatka and Mainland Asia	Kamchatka Peninsula	Stratovolcano(es)	IIAV3			-1592	3542		Radiocarbon (corrected)	Not Entered	No	CALIB	1.2	>		No	Ponomareva et al. (2007)	0.48	>		?	No																										1	>		?	No	SI	0.4	>		?	No		Andesite		5		Calculated	No		5		Literature	No	SI							No							No
Avachinsky	300100	53.255	158.83	Kamchatka and Mainland Asia	Kamchatka Peninsula	Stratovolcano(es)	AV1			-1832	3782		Radiocarbon (corrected)	Low quality	No	Bryson et al (2006)	3.6	>=		Yes	Ponomareva et al. (2007)	1.54	>		?	No																										3.6	>		1	Yes	"Kyle et al., 2011"	1.44	>		1	No		Andesite		5.6		Calculated	No		5		Literature	No	SI							No							No
Avachinsky	300100	53.255	158.83	Kamchatka and Mainland Asia	Kamchatka Peninsula	Stratovolcano(es)	AV1			-1832	3782		Radiocarbon (corrected)	Low quality	No	Bryson et al (2006)	3.6	>=		Yes	SI	1.54	>		?	No																										3.6	>		1	Yes	"Kyle et al., 2011"	1.44	>		1	No		Andesite		5.6		Calculated	No		5		Literature	No	SI							No							No
Avachinsky	300100	53.255	158.83	Kamchatka and Mainland Asia	Kamchatka Peninsula	Stratovolcano(es)	IAv24;AV2			-2558	4508		Radiocarbon (corrected)	Medium quality	No	Bryson et al (2006)	1	>=		Yes	Braitseva et al (1997)	0.38			?	No																										1			1	Yes	Braitseva et al (1997)	0.385			1	No		Andesite		5		Calculated	No		4		Literature	No	SI			17	SI		SI	No			10.29				No
Avachinsky	300100	53.255	158.83	Kamchatka and Mainland Asia	Kamchatka Peninsula	Stratovolcano(es)	IAv20;AV3			-3203	5153		Radiocarbon (corrected)	Medium quality	No	Bryson et al (2006)	1.5	>=		Yes	Braitseva et al (1997)	0.58			?	No																										1.5			1	Yes	Braitseva et al (1997)	0.577			1	No		Andesite		5.2		Calculated	No		5		Literature	No	SI							No							No
Avachinsky	300100	53.255	158.83	Kamchatka and Mainland Asia	Kamchatka Peninsula	Stratovolcano(es)	IAv16			-3790	5740		Radiocarbon (corrected)	Medium quality	No	SI																																				0.5	>		1	No	SI	0.192			1	No		Andesite		4.7		Calculated	No		4		Literature	No	SI							No							No
Avachinsky	300100	53.255	158.83	Kamchatka and Mainland Asia	Kamchatka Peninsula	Stratovolcano(es)	IAv12;AV4			-4343	6293		Radiocarbon (corrected)	Low quality	No	CALIB	1	>		No	Braitseva et al (1995)	0.4	>		?	No																										4	>=		1	Yes	Braitseva et al (1997)	1.538			1	No		Andesite		5.6		Calculated	No		5		Literature	No	SI			24	SI		SI	No			10.87				No
Avachinsky	300100	53.255	158.83	Kamchatka and Mainland Asia	Kamchatka Peninsula	Stratovolcano(es)	IAv10;AV5			-4464	6414		Radiocarbon (corrected)	Low quality	No	CALIB	0.5	>		No	Braitseva et al (1995)	0.2	>		?	No																										0.5			1	Yes	Braitseva et al (1997)	0.192			1	No		Andesite		4.7		Calculated	No		4		Literature	No	SI							No							No
Avachinsky	300100	53.255	158.83	Kamchatka and Mainland Asia	Kamchatka Peninsula	Stratovolcano(es)	IAv7			-4550	6500		Radiocarbon (corrected)	Medium quality	No	SI																																				0.3	>		1	No	SI	0.12			1	No		Andesite		4.5		Calculated	No		4		Literature	No	SI							No							No
Avachinsky	300100	53.255	158.83	Kamchatka and Mainland Asia	Kamchatka Peninsula	Stratovolcano(es)	IAv2			-5977	7927		Radiocarbon (corrected)	Medium quality	No	Institute of Volcanology and Seismology (2006)																																				9.5		0.5	1	Yes	Institute of Volcanology and Seismology (2006)	3.8			1	No		Andesite		6		Calculated	No		5	+	Literature	No	SI							No							No
Avachinsky	300100	53.255	158.83	Kamchatka and Mainland Asia	Kamchatka Peninsula	Stratovolcano(es)	Caldera formation (33ka)				33714		Radiocarbon (corrected)	Medium quality	No	Bryson et al (2006)																																				0.1	>=		0	No		0.04	>=		0	No		Not Available		4	>=	Assumed	No		4	>=	Assumed	No								No							No
Avachinsky	300100	53.255	158.83	Kamchatka and Mainland Asia	Kamchatka Peninsula	Stratovolcano(es)	Caldera formation (43ka)				44700		Radiocarbon (corrected)	Low quality	No	Fairbanks et al (2005)																																				0.1	>=		0	No		0.04	>=		0	No		Not Available		4	>=	Assumed	No		4	>=	Assumed	No								No							No
Avos' Rocks	290810	49.71666667	154.1166667	Kuril Islands	Kuril Islands	Not Available																																																																												No							No
Awu	267040	3.67	125.5	Indonesia	Sangihe Island	Stratovolcano(es)	1966 AD	12	8	1966	-16		Historical records	High quality	No	SI																																				3			?	No	SI	1.2			?	No		Not Available		4	>=	Calculated	No		4		Literature	No	SI			10	SI		SI	No			9.4				No
Awu	267040	3.67	125.5	Indonesia	Sangihe Island	Stratovolcano(es)	1812 AD	6	8	1812	138		Historical records	High quality	No	SI																																				0.55			1	No	SI	0.22			1	No		Not Available		4.7		Calculated	No		4	?	Literature	No	SI							No							No
Axial Chain	360810	16.11666667	-61.7	West Indies	West Indies	Not Available																																																																												No							No
Axial Seamount	331021	45.95	-130	Hawaii and Pacific Ocean	Pacific-NE	Submarine volcano(es)																																																																												No							No
Ayame-daira	283862	36.89472222	139.2427778	"Japan, Taiwan, Marianas"	Honshu	Not Available																																																																												No							No
Ayarza	342806	14.41666667	-90.11666667	México and Central America	Guatemala	Not Available	"Younger Pyroclastics (Piños Altos Air Fall, Tapalapa Ash, Sabana Redonda Tephra)"				27719		Radiocarbon (corrected)	Medium quality	No	Fairbanks et al (2005)																																				4.6			1	No	Collapse Caldera Database (2011)	2	>=		1	No	Peterson and Rose (1985)	Rhyolite		5.7		Calculated	No		5		Calculated	No								No							No
Ayarza	342806	14.41666667	-90.11666667	México and Central America	Guatemala	Not Available	"Younger Pyroclastics (Piños Altos Air Fall, Tapalapa Ash, Sabana Redonda Tephra)"				27719		Radiocarbon (corrected)	Medium quality	No	Fairbanks et al (2005)																																				4.6			1	No	Peterson and Rose (1985)	2	>=		1	No	Collapse Caldera Database (2011)	Rhyolite		5.7		Calculated	No		5		Calculated	No								No							No
Ayarza	342806	14.41666667	-90.11666667	México and Central America	Guatemala	Not Available	"Younger Pyroclastics (Piños Altos Air Fall, Tapalapa Ash, Sabana Redonda Tephra)"				27719		Radiocarbon (corrected)	Medium quality	No	Fairbanks et al (2005)																																				4.6			1	No	Collapse Caldera Database (2011)	2	>=		1	No	Collapse Caldera Database (2011)	Rhyolite		5.7		Calculated	No		5		Calculated	No								No							No
Ayarza	342806	14.41666667	-90.11666667	México and Central America	Guatemala	Not Available	"Younger Pyroclastics (Piños Altos Air Fall, Tapalapa Ash, Sabana Redonda Tephra)"				27719		Radiocarbon (corrected)	Medium quality	No	Fairbanks et al (2005)																																				4.6			1	No	Peterson and Rose (1985)	2	>=		1	No	Peterson and Rose (1985)	Rhyolite		5.7		Calculated	No		5		Calculated	No								No							No
Ayarza	342806	14.41666667	-90.11666667	México and Central America	Guatemala	Not Available	Mixta Pumice				32255		Radiocarbon (corrected)	Medium quality	No	Fairbanks et al (2005)	0.23			No		0.1	>=		0	No	Peterson and Rose (1985)																									9			1	No	Peterson and Rose (1985)	3.9			1	No	Peterson and Rose (1985)	Basalt-Rhyolite		6		Calculated	No		5	+	Literature	No	Smithsonian Pleistocene Database							No							No
Ayarza	342806	14.41666667	-90.11666667	México and Central America	Guatemala	Not Available	Mixta Pumice				32255		Radiocarbon (corrected)	Medium quality	No	Fairbanks et al (2005)	0.23			No		0.1	>=		0	No	Peterson and Rose (1985)																									9			1	No	Smithsonian Pleistocene Database	3.9			1	No	Peterson and Rose (1985)	Basalt-Rhyolite		6		Calculated	No		5	+	Literature	No	Smithsonian Pleistocene Database							No							No
Ayelu	221160	10.08222222	40.70166667	Africa and Red Sea	Africa (northeastern) & Red Sea	Stratovolcano(es)																																																																												No							No
Azanaques	555915	-18.96666667	-66.71666667	South America	"Northen Chile, Bolivia & Argentina"	Not Available																																																																												No							No
Azas Plateau	302070	52.51666667	98.6	Kamchatka and Mainland Asia	Russia (southeastern)	Volcanic field																																																																												No							No
Azrou Volc Field	225813	33.66666667	-5.166666667	Africa and Red Sea	Africa (northern)	Not Available																																																																												No							No
Azufral	351090	1.08	-77.68	South America	Colombia	Stratovolcano(es)	930 BC			-1058	3008		Radiocarbon (corrected)	Low quality	No	CALIB																																				0.1	>=		0	No		0.04	>=		0	No		Dacite		4	>=	Assumed	No		4	>=	Assumed	No								No							No
"Azufre, Cerro del"	355061	-21.78722222	-68.2375	South America	"Northen Chile, Bolivia & Argentina"	Cone(s)																																																																												No							No
"Azufre, El"	355859	-25.36666667	-68.88333333	South America	"Northen Chile, Bolivia & Argentina"	Not Available																																																																												No							No
"Azufres, Los"	341824	19.85	-100.6333333	México and Central America	México	Not Available	Cieneguillas (CI)				32804		Radiocarbon (corrected)	Medium quality	No	Fairbanks et al (2005)																																				11		0.5	1	No	Pradal and Robin (1991)	4.78		0.21	1	No		Rhyolite		6		Calculated	No		6		Calculated	No								No							No
"Azufres, Los"	341824	19.85	-100.6333333	México and Central America	México	Not Available	Acambaro (AC) ash and pumice flow				41227		Radiocarbon (corrected)	Medium quality	No	Fairbanks et al (2005)																																				1.5		0.5	1	No	Pradal and Robin (1991)	1			?	No	Smithsonian Pleistocene Database	Rhyolite		5.2		Calculated	No		5		Literature	No	Smithsonian Pleistocene Database							No							No
"Azul, Cerro"	357060	-35.653	-70.761	South America	Central Chile & Argentina	Stratovolcano(es)	Quizapu 1932	10	4	1932	18		Historical records	High quality	No	Hildreth and Drake (1992)	9.51			No		3.96			?	No		0.01	<		?	No		0.004	<		?	No														9.52			3	Yes	Hildreth and Drake (1992)	4.03			3	No	Hildreth and Drake (1992)	Dacite		6		Calculated	No		5	+	Literature	No	SI			30	Hildreth and Drake (1992)		Hildreth and Drake (1992)	No			11.4	Hildreth and Drake (1992)			No
"Azul, Cerro"	357060	-35.653	-70.761	South America	Central Chile & Argentina	Stratovolcano(es)	Quizapu 1932	10	4	1932	18		Historical records	High quality	No	Hildreth and Drake (1992)	9.51			No		3.96			?	No		0.01	<		?	No		0.004	<		?	No														9.52			3	Yes	Hildreth and Drake (1992)	4.03			3	No	Hildreth and Drake (1992)	Dacite		6		Calculated	No		5	+	Literature	No	SI			30	Naranjo and Stern (1998)		Naranjo and Stern (1998)	No			11.4	Hildreth and Drake (1992)			No
"Azul, Cerro"	353060	-0.916666667	-91.40833333	South America	Galápagos	Shield volcano(es)																																																																												No							No
"Azul, Volcán"	344140	12.53333333	-83.86666667	México and Central America	Nicaragua	Cinder cone(s)																																																																												No							No
Azuma	283180	37.73222222	140.2477778	"Japan, Taiwan, Marianas"	Honshu	Stratovolcano(es)																																																																												No							No
Azumaya	283849	36.54	138.41	"Japan, Taiwan, Marianas"	Honshu	Not Available	Minohara Pumice (MiP)				268000		Not Available	Low quality	No	Hayakawa (2009)																																				3.5			1	No	Smithsonian Pleistocene Database	0.84			1	No	Suzuki (1996)	Not Available		6		Literature	No	Hayakawa (2009)	5		Literature	No	Smithsonian Pleistocene Database							No							No
Azumaya	283849	36.54	138.41	"Japan, Taiwan, Marianas"	Honshu	Not Available	Minohara Pumice (MiP)				268000		Not Available	Low quality	No	Hayakawa (2009)																																				3.5			1	No	Suzuki (1996)	0.84			1	No	Suzuki (1996)	Not Available		6		Literature	No	Hayakawa (2009)	5		Literature	No	Smithsonian Pleistocene Database							No							No
Azumaya	283849	36.54	138.41	"Japan, Taiwan, Marianas"	Honshu	Not Available	Manzagawa pumice				660000		Not Available	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No		Not Available		5		Literature	No	Hayakawa (2009)	5		Calculated	No								No							No
Azumaya	283849	36.54	138.41	"Japan, Taiwan, Marianas"	Honshu	Not Available	Ochiabashi ignimbrite				670000		Not Available	Low quality	No	Hayakawa (2009)																																				10	>=		0	No		4	>=		0	No		Not Available		6		Literature	No	Hayakawa (2009)	6		Calculated	No								No							No
Azumaya	283849	36.54	138.41	"Japan, Taiwan, Marianas"	Honshu	Not Available	Oyokogawa 3				770000		Not Available	Low quality	No	Hayakawa (2009)																																				1	>=		0	No		0.4	>=		0	No		Not Available		5		Literature	No	Hayakawa (2009)	5		Calculated	No								No							No
Babuyan Claro	274030	19.523	121.94	Philippines and SE Asia	North of Luzon	Stratovolcano(es)	Babuyan 1831 AD			1831	119		Historical records	High quality	No	SI																																				0.55		0.5	1	No	SI	0.22			1	No		Not Available		4.7		Calculated	No		4	?	Literature	No	SI							No							No
Bachelor	322090	43.97944444	-121.6875	Canada and Western USA	US-Oregon	Stratovolcano(es)																																																																												No							No
Badi	221805	12.38333333	40.35	Africa and Red Sea	Africa (northeastern) & Red Sea	Stratovolcano(es)																																																																												No							No
Baerqian	305807	48	119.8	Kamchatka and Mainland Asia	China (eastern)	Not Available																																																																												No							No
Baevsky	505818	43.91666667	131.6666667	Kamchatka and Mainland Asia	China (eastern)	Cone(s)																																																																												No							No
Bagabag	251802	-4.783333333	146.2333333	Melanesia and Australia	Northeast of New Guinea	Not Available																																																																												No							No
Bagana	255020	-6.14	155.195	Melanesia and Australia	Bougainville & Solomon Islands	Lava cone(s)	1952 AD	29	2	1952	-2		Historical records	High quality	No	SI																																				0.1	>=		0	No		0.04	>=		0	No		Not Available		4	>=	Calculated	No		4		Literature	No	SI			10	SI		SI	No			9.4				No
Bai	464803	-9.616666667	119.75	Indonesia	Lesser Sunda Islands	Not Available																																																																												No							No
Bailey	322828	43.15527778	-122.2186111	Canada and Western USA	US-Oregon	Not Available																																																																												No							No
Bakanovi	255802	-6.15	155.35	Melanesia and Australia	Bougainville & Solomon Islands	Not Available																																																																												No							No
Bakening	300123	53.905	158.0666667	Kamchatka and Mainland Asia	Kamchatka Peninsula	Stratovolcano(es)																																																																												No							No
