Volcano Name	VNUM	Latitude	Longitude	Region	Sub-region	Volcano Type	Unit name	Eruption start day	Eruption start month	Eruption start year	Year BP	Date Error	Dating technique	Date quality	Alternate values	Citation	Tephra fall deposit volume	Qualifier	Error	Alternate values	Citation	Tephra fall DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Ignimbrite deposit volume	Qualifier	Error	Quality	Alternate values	Citation	Ignimbrite DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Primary intra caldera deposit volume	Qualifier	Error	Quality	Alternate values	Citation	Primary intra caldera DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Bulk deposit volume	Qualifier	Error	Quality	Alternate values	Citation	Bulk DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Magma Type	Magma Density	Magnitude	Qualifier	Derivation	Alternate values	Citation	VEI	Qualifier	Derivation	Alternate values	Citation	Column height Min	Citation	Column height Max	Citation	Column height Average	Citation	Alternate values	Intensity Min	Citation	Intensity Max	Citation	Intensity Average	Citation	Alternate values
Manam	251020	-4.08	145.037	Melanesia and Australia	Northeast of New Guinea	Stratovolcano(es)	2004 AD	24	10	2004	-54		Historical records	High quality	No	SI																																				0.1	>=		0	No		0.04	>=		0	No		Not Available		4	>=	Calculated	No		4	?	Literature	No	SI			24	SI		SI	No			10.87				No
Manam	251020	-4.08	145.037	Melanesia and Australia	Northeast of New Guinea	Stratovolcano(es)	1919 AD	11	8	1919	31		Historical records	High quality	No	SI																																				0.1	>=		0	No		0.04	>=		0	No		Not Available		4	>=	Calculated	No		4		Literature	No	SI							No							No
Manda Gargori	221127	11.75	41.48333333	Africa and Red Sea	Africa (northeastern) & Red Sea	Fissure vent(s)																																																																												No							No
Manda Hararo	221115	12.16666667	40.81666667	Africa and Red Sea	Africa (northeastern) & Red Sea	Shield volcano(es)																																																																												No							No
Manda-Inakir	221122	12.38333333	42.2	Africa and Red Sea	Africa (northeastern) & Red Sea	Fissure vent(s)																																																																												No							No
Mandalagan	272030	10.65	123.25	Philippines and SE Asia	Central Philippines	Stratovolcano(es)																																																																												No							No
Mandalagiri	263815	-7.4	107.7833333	Indonesia	Java	Not Available																																																																												No							No
Mandalawangi-Haruman	263817	-7.05	107.8666667	Indonesia	Java	Not Available																																																																												No							No
Manengouba	224020	5.03	9.83	Africa and Red Sea	Africa (western)	Stratovolcano(es)	Eboga Caldera formation				250000		Not Available	Low quality	No	SI																																				0.1	>=		0	No		0.04	>=		0	No		Not Available		4	>=	Assumed	No		4	>=	Assumed	No								No							No
Manengouba	224020	5.03	9.83	Africa and Red Sea	Africa (western)	Stratovolcano(es)	Elengoum Caldera formation				700000		Not Available	Medium quality	No	SI																																				0.1	>=		0	No		0.04	>=		0	No		Not Available		4	>=	Assumed	No		4	>=	Assumed	No								No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Marshall				950000		Ar-Ar	Not Entered	No	Machida (2002a)																																				50	>		?	No	Machida (2002a)							Rhyolite		6.7		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Marshall				950000		Ar-Ar	Not Entered	No	Smithsonian Pleistocene Database																																				115			?	No								Rhyolite		6.7		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Marshall				950000		Ar-Ar	Not Entered	No	Smithsonian Pleistocene Database																																				50	>		?	No	Machida (2002a)							Rhyolite		6.7		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Marshall				950000		Ar-Ar	Not Entered	No	Machida (2002a)																																				115			?	No								Rhyolite		6.7		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit E				970000		Ar-Ar	Medium quality	No	Smithsonian Pleistocene Database																																				300	>		?	No	Machida (2002a)	200		100	?	No	Smithsonian Pleistocene Database	Rhyolite		7.5		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit E				970000		Ar-Ar	Medium quality	No	Machida (2002a)																																				300	>		?	No	Machida (2002a)	200		100	?	No	Houghton et al (1995)	Rhyolite		7.5		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit E				970000		Ar-Ar	Medium quality	No	Machida (2002a)																																				300	>		?	No	Machida (2002a)	200		100	?	No	Smithsonian Pleistocene Database	Rhyolite		7.5		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit E				970000		Ar-Ar	Medium quality	No	Smithsonian Pleistocene Database																																				300	>		?	No	Machida (2002a)	200		100	?	No	Houghton et al (1995)	Rhyolite		7.5		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit E				970000		Ar-Ar	Medium quality	No	Houghton et al (1995)																																				300	>		?	No	Machida (2002a)	200		100	?	No	Houghton et al (1995)	Rhyolite		7.5		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit E				970000		Ar-Ar	Medium quality	No	Houghton et al (1995)																																				300	>		?	No	Machida (2002a)	200		100	?	No	Smithsonian Pleistocene Database	Rhyolite		7.5		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Rocky Hill				1000000		Ar-Ar	Medium quality	No	Houghton et al (1995)																																				1495		805	?	Yes		650		350	?	Yes	Houghton et al (1995)	Rhyolite		7.5		Literature	Yes	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Rocky Hill				1000000		Ar-Ar	Medium quality	No	Machida (2002a)																																				1495		805	?	Yes		650		350	?	Yes	Houghton et al (1995)	Rhyolite		7.5		Literature	Yes	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Kauketea				1000000		Not Available	Not Entered	No	Shane (1993)																																				1000	>=		0	No		400	>=		0	No				8		Literature	No	Hayakawa (1996a)	8		Calculated	No								No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	"Kidnappers ignimbrite, Potaka tephra"				1010000		Ar-Ar	Medium quality	No	Smithsonian Pleistocene Database																																				2760		1380	1	Yes		1200		600	1	No	Smithsonian Pleistocene Database	Rhyolite		8		Literature	No	Hayakawa (1996a)	8		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	"Kidnappers ignimbrite, Potaka tephra"				1010000		Ar-Ar	Medium quality	No	Wilson et al (2009)																																				2760		1380	1	Yes		1200		600	1	No	Smithsonian Pleistocene Database	Rhyolite		8		Literature	No	Hayakawa (1996a)	8		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	"Kidnappers ignimbrite, Potaka tephra"				1010000		Ar-Ar	Medium quality	No	Smithsonian Pleistocene Database																																				2760		1380	1	Yes		1200		600	1	No	Wilson et al (2009)	Rhyolite		8		Literature	No	Hayakawa (1996a)	8		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	"Kidnappers ignimbrite, Potaka tephra"				1010000		Ar-Ar	Medium quality	No	Wilson et al (2009)																																				2760		1380	1	Yes		1200		600	1	No	Wilson et al (2009)	Rhyolite		8		Literature	No	Hayakawa (1996a)	8		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Ahuroa				1180000		Ar-Ar	Medium quality	No	Machida (2002a)																																				230		115	1	No		100		50	1	Yes	Smithsonian Pleistocene Database	Rhyolite		6.7		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Ahuroa				1180000		Ar-Ar	Medium quality	No	Smithsonian Pleistocene Database																																				230		115	1	No		100		50	1	Yes	Smithsonian Pleistocene Database	Rhyolite		6.7		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Ahuroa				1180000		Ar-Ar	Medium quality	No	Houghton et al (1995)																																				230		115	1	No		100		50	1	Yes	Wilson et al (2009)	Rhyolite		6.7		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Ahuroa				1180000		Ar-Ar	Medium quality	No	Machida (2002a)																																				230		115	1	No		100		50	1	Yes	Wilson et al (2009)	Rhyolite		6.7		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Ahuroa				1180000		Ar-Ar	Medium quality	No	Wilson et al (2009)																																				230		115	1	No		100		50	1	Yes	Wilson et al (2009)	Rhyolite		6.7		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Ahuroa				1180000		Ar-Ar	Medium quality	No	Smithsonian Pleistocene Database																																				230		115	1	No		100		50	1	Yes	Wilson et al (2009)	Rhyolite		6.7		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Ahuroa				1180000		Ar-Ar	Medium quality	No	Wilson et al (2009)																																				230		115	1	No		100		50	1	Yes	Smithsonian Pleistocene Database	Rhyolite		6.7		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Ahuroa				1180000		Ar-Ar	Medium quality	No	Houghton et al (1995)																																				230		115	1	No		100		50	1	Yes	Smithsonian Pleistocene Database	Rhyolite		6.7		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit D				1200000		Ar-Ar	Medium quality	No	Wilson et al (2009)																																				230		115	1	No		100		50	1	Yes	Wilson et al (2009)	Rhyolite		6		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit D				1200000		Ar-Ar	Medium quality	No	Houghton et al (1995)																																				230		115	1	No		100		50	1	Yes	Wilson et al (2009)	Rhyolite		6		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit D				1200000		Ar-Ar	Medium quality	No	Machida (2002a)																																				230		115	1	No		100		50	1	Yes	Wilson et al (2009)	Rhyolite		6		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit D				1200000		Ar-Ar	Medium quality	No	Houghton et al (1995)																																				230		115	1	No		100		50	1	Yes	Smithsonian Pleistocene Database	Rhyolite		6		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit D				1200000		Ar-Ar	Medium quality	No	Machida (2002a)																																				230		115	1	No		100		50	1	Yes	Smithsonian Pleistocene Database	Rhyolite		6		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit D				1200000		Ar-Ar	Medium quality	No	Wilson et al (2009)																																				230		115	1	No		100		50	1	Yes	Smithsonian Pleistocene Database	Rhyolite		6		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Ongatiti				1210000		Ar-Ar	Not Entered	No	Machida (2002a)																																				920		460	1	Yes		400		200	1	Yes	Smithsonian Pleistocene Database	Rhyolite		7.5		Literature	No	Hayakawa (1996a)	8	?	Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Ongatiti				1210000		Ar-Ar	Not Entered	No	Wilson et al (2009)																																				920		460	1	Yes		400		200	1	Yes	Smithsonian Pleistocene Database	Rhyolite		7.5		Literature	No	Hayakawa (1996a)	8	?	Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Ongatiti				1210000		Ar-Ar	Not Entered	No	Wilson et al (2009)																																				920		460	1	Yes		400		200	1	Yes	Wilson et al (2009)	Rhyolite		7.5		Literature	No	Hayakawa (1996a)	8	?	Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Ongatiti				1210000		Ar-Ar	Not Entered	No	Houghton et al (1995)																																				920		460	1	Yes		400		200	1	Yes	Smithsonian Pleistocene Database	Rhyolite		7.5		Literature	No	Hayakawa (1996a)	8	?	Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Ongatiti				1210000		Ar-Ar	Not Entered	No	Houghton et al (1995)																																				920		460	1	Yes		400		200	1	Yes	Wilson et al (2009)	Rhyolite		7.5		Literature	No	Hayakawa (1996a)	8	?	Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Ongatiti				1210000		Ar-Ar	Not Entered	No	Machida (2002a)																																				920		460	1	Yes		400		200	1	Yes	Wilson et al (2009)	Rhyolite		7.5		Literature	No	Hayakawa (1996a)	8	?	Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Ongatiti				1210000		Ar-Ar	Not Entered	No	Smithsonian Pleistocene Database																																				920		460	1	Yes		400		200	1	Yes	Smithsonian Pleistocene Database	Rhyolite		7.5		Literature	No	Hayakawa (1996a)	8	?	Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Ongatiti				1210000		Ar-Ar	Not Entered	No	Smithsonian Pleistocene Database																																				920		460	1	Yes		400		200	1	Yes	Wilson et al (2009)	Rhyolite		7.5		Literature	No	Hayakawa (1996a)	8	?	Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Mangatewaiiti (Possibly erupted with Ongatiti)				1240000		Not Available	Not Entered	No	Shane et al.(1996)																																				1000	>=		0	No		400	>=		0	No				8		Literature	No	Hayakawa (1996a)	8		Calculated	No								No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Mangatewaiiti (Possibly erupted with Ongatiti)				1240000		Not Available	Not Entered	No	Hayakawa (1996a)																																				1000	>=		0	No		400	>=		0	No				8		Literature	No	Hayakawa (1996a)	8		Calculated	No								No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit C				1400000		Ar-Ar	Medium quality	No	Wilson et al (2009)																																				115		57.5	1	No		50		25	1	Yes	Smithsonian Pleistocene Database	Rhyolite		6		Literature	No	Hayakawa (1996a)	7	?	Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit C				1400000		Ar-Ar	Medium quality	No	Wilson et al (2009)																																				115		57.5	1	No		50		25	1	Yes	Wilson et al (2009)	Rhyolite		6		Literature	No	Hayakawa (1996a)	7	?	Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit C				1400000		Ar-Ar	Medium quality	No	Smithsonian Pleistocene Database																																				115		57.5	1	No		50		25	1	Yes	Smithsonian Pleistocene Database	Rhyolite		6		Literature	No	Hayakawa (1996a)	7	?	Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit C				1400000		Ar-Ar	Medium quality	No	Smithsonian Pleistocene Database																																				115		57.5	1	No		50		25	1	Yes	Wilson et al (2009)	Rhyolite		6		Literature	No	Hayakawa (1996a)	7	?	Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit B				1530000		Ar-Ar	Medium quality	No	Smithsonian Pleistocene Database																																				230		115	1	No		100		50	1	Yes	Wilson et al (2009)	Rhyolite		7.4		Calculated	No		7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit B				1530000		Ar-Ar	Medium quality	No	Houghton et al (1995)																																				230		115	1	No		100		50	1	Yes	Wilson et al (2009)	Rhyolite		7.4		Calculated	No		7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit B				1530000		Ar-Ar	Medium quality	No	Smithsonian Pleistocene Database																																				230		115	1	No		100		50	1	Yes	Smithsonian Pleistocene Database	Rhyolite		7.4		Calculated	No		7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit B				1530000		Ar-Ar	Medium quality	No	Wilson et al (2009)																																				230		115	1	No		100		50	1	Yes	Wilson et al (2009)	Rhyolite		7.4		Calculated	No		7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit B				1530000		Ar-Ar	Medium quality	No	Wilson et al (2009)																																				230		115	1	No		100		50	1	Yes	Smithsonian Pleistocene Database	Rhyolite		7.4		Calculated	No		7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit B				1530000		Ar-Ar	Medium quality	No	Houghton et al (1995)																																				230		115	1	No		100		50	1	Yes	Smithsonian Pleistocene Database	Rhyolite		7.4		Calculated	No		7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit A (Ngaroma?)				1550000		Ar-Ar	Medium quality	No	Houghton et al (1995)																																				460		230	1	No		200		100	1	Yes	Houghton et al (1995)	Rhyolite		6.7		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Unit A (Ngaroma?)				1550000		Ar-Ar	Medium quality	No	Houghton et al (1995)																																				460		230	1	No		200		100	1	Yes	Machida (2002a)	Rhyolite		6.7		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Mangakino	241818	-38.35	175.75	New Zealand to Fiji	New Zealand	Not Available	Pakihikura (uncertain source volcano)				1630000		Not Available	Not Entered	No	Hayakawa (1996a)																																				1000	>=		0	No		400	>=		0	No				8		Literature	No	Hayakawa (1996a)	8		Calculated	No								No							No
Maninjau	261817	-0.35	100.2	Indonesia	Sumatra	Caldera(s)	Maninjau paroxysmal welded and unwelded tuffs				52000		Other technique	Medium quality	No	Collapse Caldera Database (2011)	235		15	No	Alloway et al (2004a)	94		6	?	No																										235		15	1	Yes	Alloway et al (2004a)	175		75	?	Yes	Smithsonian Pleistocene Database	Andesite		7.2		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Maninjau	261817	-0.35	100.2	Indonesia	Sumatra	Caldera(s)	Maninjau paroxysmal welded and unwelded tuffs				52000		Other technique	Medium quality	No	Collapse Caldera Database (2011)	235		15	No	Alloway et al (2004a)	94		6	?	No																										235		15	1	Yes	Alloway et al (2004a)	175		75	?	Yes	Smithsonian Pleistocene Database	Andesite		7.2		Literature	No	Hayakawa (1996a)	7		Literature	No	Decker (1990)							No							No
Maninjau	261817	-0.35	100.2	Indonesia	Sumatra	Caldera(s)	Maninjau paroxysmal welded and unwelded tuffs				52000		Other technique	Medium quality	No	Alloway et al (2004a)	235		15	No	Alloway et al (2004a)	94		6	?	No																										235		15	1	Yes	Alloway et al (2004a)	175		75	?	Yes	Smithsonian Pleistocene Database	Andesite		7.2		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Maninjau	261817	-0.35	100.2	Indonesia	Sumatra	Caldera(s)	Maninjau paroxysmal welded and unwelded tuffs				52000		Other technique	Medium quality	No	Alloway et al (2004a)	235		15	No	Alloway et al (2004a)	94		6	?	No																										235		15	1	Yes	Alloway et al (2004a)	175		75	?	Yes	Decker (1990)	Andesite		7.2		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Maninjau	261817	-0.35	100.2	Indonesia	Sumatra	Caldera(s)	Maninjau paroxysmal welded and unwelded tuffs				52000		Other technique	Medium quality	No	Collapse Caldera Database (2011)	235		15	No	Alloway et al (2004a)	94		6	?	No																										235		15	1	Yes	Alloway et al (2004a)	175		75	?	Yes	Decker (1990)	Andesite		7.2		Literature	No	Hayakawa (1996a)	7		Literature	No	Smithsonian Pleistocene Database							No							No
Maninjau	261817	-0.35	100.2	Indonesia	Sumatra	Caldera(s)	Maninjau paroxysmal welded and unwelded tuffs				52000		Other technique	Medium quality	No	Alloway et al (2004a)	235		15	No	Alloway et al (2004a)	94		6	?	No																										235		15	1	Yes	Alloway et al (2004a)	175		75	?	Yes	Smithsonian Pleistocene Database	Andesite		7.2		Literature	No	Hayakawa (1996a)	7		Literature	No	Decker (1990)							No							No
Maninjau	261817	-0.35	100.2	Indonesia	Sumatra	Caldera(s)	Maninjau paroxysmal welded and unwelded tuffs				52000		Other technique	Medium quality	No	Alloway et al (2004a)	235		15	No	Alloway et al (2004a)	94		6	?	No																										235		15	1	Yes	Alloway et al (2004a)	175		75	?	Yes	Decker (1990)	Andesite		7.2		Literature	No	Hayakawa (1996a)	7		Literature	No	Decker (1990)							No							No
Maninjau	261817	-0.35	100.2	Indonesia	Sumatra	Caldera(s)	Maninjau paroxysmal welded and unwelded tuffs				52000		Other technique	Medium quality	No	Collapse Caldera Database (2011)	235		15	No	Alloway et al (2004a)	94		6	?	No																										235		15	1	Yes	Alloway et al (2004a)	175		75	?	Yes	Decker (1990)	Andesite		7.2		Literature	No	Hayakawa (1996a)	7		Literature	No	Decker (1990)							No							No
Maninjau	261817	-0.35	100.2	Indonesia	Sumatra	Caldera(s)	Maninjau Caldera				280000		K Ar	Not Entered	No	Smithsonian Pleistocene Database																																				175		75	?	No	Smithsonian Pleistocene Database	70			?	No		Andesite-Rhyolite		7		Calculated	No		7		Literature	No	Smithsonian Pleistocene Database							No							No
Maninjau	261817	-0.35	100.2	Indonesia	Sumatra	Caldera(s)	Maninjau Caldera				280000		K Ar	Not Entered	No	Machida (2002a)																																				175		75	?	No	Machida (2002a)	70			?	No		Andesite-Rhyolite		7		Calculated	No		7		Literature	No	Smithsonian Pleistocene Database							No							No
Maninjau	261817	-0.35	100.2	Indonesia	Sumatra	Caldera(s)	Maninjau Caldera				280000		K Ar	Not Entered	No	Machida (2002a)																																				175		75	?	No	Smithsonian Pleistocene Database	70			?	No		Andesite-Rhyolite		7		Calculated	No		7		Literature	No	Smithsonian Pleistocene Database							No							No
Maninjau	261817	-0.35	100.2	Indonesia	Sumatra	Caldera(s)	Maninjau Caldera				280000		K Ar	Not Entered	No	Smithsonian Pleistocene Database																																				175		75	?	No	Machida (2002a)	70			?	No		Andesite-Rhyolite		7		Calculated	No		7		Literature	No	Smithsonian Pleistocene Database							No							No
Mano de Tigre	545814	9.036111111	-83.29666667	México and Central America	Panamá	Not Available																																																																												No							No
Manuk	265080	-5.533333333	130.2916667	Indonesia	Banda Sea	Stratovolcano(es)																																																																												No							No
Manzaz Volc Field	225006	23.91666667	5.833333333	Africa and Red Sea	Africa (northern)	Not Available																																																																												No							No
Mapi Group	464813	-8.6	122.35	Indonesia	Lesser Sunda Islands	Not Available																																																																												No							No
Marapi	261140	-0.380555556	100.4733333	Indonesia	Sumatra	Complex volcano(es)																																																																												No							No
Marble Mountain	321802	46.10888889	-122.1291667	Canada and Western USA	US-Washington	Not Available																																																																												No							No
Marchena	353080	0.333333333	-90.46666667	South America	Galápagos	Shield volcano(es)																																																																												No							No
Mare	268062	0.566666667	127.4	Indonesia	Halmahera	Stratovolcano(es)																																																																												No							No
"Marha, Jabal el-"	231100	15.245	44.23638889	Middle East and Indian Ocean	Arabia	Tuff cone(s)																																																																												No							No
"Maria, Doro"	264837	-8.483333333	118.9	Indonesia	Lesser Sunda Islands	Not Available																																																																												No							No
"Mariñaqui, Laguna"	357092	-38.26666667	-71.1	South America	Central Chile & Argentina	Cinder cone(s)																																																																												No							No
Marion Island	234070	-46.9	37.75	Middle East and Indian Ocean	Indian Ocean (southern)	Shield volcano(es)																																																																												No							No
Maripipi	272804	11.8	124.3333333	Philippines and SE Asia	Central Philippines	Not Available																																																																												No							No
Mariveles	273081	14.51666667	120.4666667	Philippines and SE Asia	Luzon	Stratovolcano(es)																																																																												No							No
Markagunt Plateau	327040	37.58333333	-112.6666667	Canada and Western USA	US-Utah	Volcanic field																																																																												No							No
Maroa	241061	-38.42	176.08	New Zealand to Fiji	New Zealand	Caldera(s)	Puketarata				16800		Tephrochronology	Medium quality	No	Smith et al (2005)	0.22			No	Brooker et al (1993)	0.095			?	No																										0.25			1	Yes	Brooker et al (1993)	0.109			1	No		Rhyolite		4.3		Calculated	No		4		Literature	No	Smithsonian Pleistocene Database							No							No
Maroa	241061	-38.42	176.08	New Zealand to Fiji	New Zealand	Caldera(s)	Pukeahua				212500		Not Available	Not Entered	No	Spinks et al (2004)	1			No	Spinks et al (2004)	0.434			?	No																										1			1	Yes	Spinks et al (2004)	0.434			1	No		Rhyolite		5		Calculated	No		5	?	Literature	No	Smithsonian Pleistocene Database							No							No
Maroa	241061	-38.42	176.08	New Zealand to Fiji	New Zealand	Caldera(s)	Atiamuri				229000		Not Available	Low quality	No	Spinks et al (2004)	1			No	Spinks et al (2004)	0.434			?	No																										1			1	Yes	Spinks et al (2004)	0.434			1	No		Rhyolite		5		Calculated	No		5	?	Calculated	No	Smithsonian Pleistocene Database							No							No
